case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,EventOrigin,case:ApplicationType,case:LoanGoal,case:RequestedAmount
1,O_Cancelled,2016-05-17 09:46:30.039882,complete,User_1,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:46:30.126882,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:46:30.127882,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:46:30.589882,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:46:31.052882,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:46:31.141882,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:46:31.142882,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:46:31.143882,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:46:31.144882,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:46:31.145882,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:46:31.146882,complete,User_1,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:46:31.230882,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:46:31.693882,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 09:46:32.108776,start,User_10,Workflow,New credit,Existing loan takeover,6000
10,W_Handle leads,2016-05-17 09:47:46.586924,complete,User_132,Workflow,New credit,Remaining debt home,7000
9,W_Complete application,2016-05-17 09:47:47.461714,start,User_132,Workflow,New credit,Car,10000
2,W_Call after offers,2016-05-17 09:50:56.611916,complete,User_10,Workflow,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:50:56.700916,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 09:50:56.701916,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 09:50:56.914102,start,User_10,Workflow,New credit,Existing loan takeover,10000
11,A_Create Application,2016-05-17 09:53:03.716852,complete,User_1,Application,New credit,Car,31000
11,A_Submitted,2016-05-17 09:53:03.814852,complete,User_1,Application,New credit,Car,31000
11,W_Handle leads,2016-05-17 09:53:04.615989,start,User_16,Workflow,New credit,Car,31000
12,A_Create Application,2016-05-17 09:53:23.330652,complete,User_1,Application,New credit,Existing loan takeover,12500
12,A_Submitted,2016-05-17 09:53:23.428652,complete,User_1,Application,New credit,Existing loan takeover,12500
13,A_Create Application,2016-05-17 09:53:49.362047,complete,User_1,Application,New credit,Caravan / Camper,22500
13,A_Submitted,2016-05-17 09:53:49.460047,complete,User_1,Application,New credit,Caravan / Camper,22500
13,W_Handle leads,2016-05-17 09:53:49.748936,start,User_17,Workflow,New credit,Caravan / Camper,22500
9,W_Complete application,2016-05-17 09:54:52.424752,complete,User_132,Workflow,New credit,Car,10000
9,A_Concept,2016-05-17 09:54:52.428752,complete,User_1,Application,New credit,Car,10000
10,W_Complete application,2016-05-17 09:54:53.362857,start,User_132,Workflow,New credit,Remaining debt home,7000
13,W_Handle leads,2016-05-17 09:55:31.084239,complete,User_17,Workflow,New credit,Caravan / Camper,22500
13,A_Concept,2016-05-17 09:55:31.088239,complete,User_1,Application,New credit,Caravan / Camper,22500
13,W_Complete application,2016-05-17 09:55:31.206648,start,User_17,Workflow,New credit,Caravan / Camper,22500
11,W_Handle leads,2016-05-17 09:55:39.950871,complete,User_16,Workflow,New credit,Car,31000
11,A_Concept,2016-05-17 09:55:39.954871,complete,User_1,Application,New credit,Car,31000
12,W_Handle leads,2016-05-17 09:55:40.290917,start,User_16,Workflow,New credit,Existing loan takeover,12500
14,A_Create Application,2016-05-17 09:56:30.502984,complete,User_1,Application,Limit raise,Home improvement,26000
14,A_Submitted,2016-05-17 09:56:30.600984,complete,User_1,Application,Limit raise,Home improvement,26000
7,W_Complete application,2016-05-17 09:57:05.798097,complete,User_11,Workflow,New credit,Existing loan takeover,3000
7,A_Concept,2016-05-17 09:57:05.802097,complete,User_1,Application,New credit,Existing loan takeover,3000
8,W_Handle leads,2016-05-17 09:57:06.389616,start,User_11,Workflow,Limit raise,Home improvement,20500
1,W_Call after offers,2016-05-17 09:57:07.713033,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 09:57:09.259033,complete,User_10,Application,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 09:57:09.260033,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:57:09.723033,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 09:57:11.269033,complete,User_10,Application,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:57:11.270033,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,A_Cancelled,2016-05-17 09:57:11.286033,complete,User_1,Application,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:57:11.358033,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:57:11.821033,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 09:57:11.822033,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:57:11.911033,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 09:57:12.672676,start,User_10,Workflow,New credit,Existing loan takeover,6000
4,W_Complete application,2016-05-17 09:57:57.269540,complete,User_104,Workflow,New credit,Car,40500
4,A_Concept,2016-05-17 09:57:57.273540,complete,User_1,Application,New credit,Car,40500
3,A_Accepted,2016-05-17 09:57:58.293540,complete,User_104,Application,New credit,Car,20000
4,A_Accepted,2016-05-17 09:57:59.317540,complete,User_104,Application,New credit,Car,40500
3,O_Create Offer,2016-05-17 09:57:59.780540,complete,User_104,Offer,New credit,Car,20000
4,O_Create Offer,2016-05-17 09:58:00.243540,complete,User_104,Offer,New credit,Car,40500
3,O_Created,2016-05-17 09:58:00.332540,complete,User_104,Offer,New credit,Car,20000
4,O_Created,2016-05-17 09:58:00.421540,complete,User_104,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:00.422540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:00.423540,complete,User_1,Offer,New credit,Car,40500
3,A_Complete,2016-05-17 09:58:01.967540,complete,User_104,Application,New credit,Car,20000
4,O_Create Offer,2016-05-17 09:58:02.430540,complete,User_104,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:58:02.519540,complete,User_104,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.520540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.521540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.522540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.523540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.524540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.525540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:02.526540,complete,User_1,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 09:58:02.989540,complete,User_104,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:58:03.078540,complete,User_104,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:03.079540,complete,User_1,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 09:58:03.542540,complete,User_104,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:58:03.631540,complete,User_104,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:03.632540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:03.633540,complete,User_1,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 09:58:04.096540,complete,User_104,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:58:04.185540,complete,User_104,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:04.186540,complete,User_1,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 09:58:04.187540,complete,User_1,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 09:58:04.650540,complete,User_104,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:58:04.739540,complete,User_104,Offer,New credit,Car,40500
4,O_Sent (mail and online),2016-05-17 09:58:04.740540,complete,User_104,Offer,New credit,Car,40500
12,W_Handle leads,2016-05-17 09:58:27.345914,complete,User_16,Workflow,New credit,Existing loan takeover,12500
12,W_Complete application,2016-05-17 09:58:27.791835,start,User_104,Workflow,New credit,Existing loan takeover,12500
11,W_Complete application,2016-05-17 09:58:28.271866,start,User_16,Workflow,New credit,Car,31000
2,W_Call after offers,2016-05-17 09:58:34.051666,complete,User_10,Workflow,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 09:58:34.530119,start,User_10,Workflow,New credit,Existing loan takeover,10000
15,A_Create Application,2016-05-17 09:58:44.361635,complete,User_1,Application,New credit,Existing loan takeover,28000
15,A_Submitted,2016-05-17 09:58:44.459635,complete,User_1,Application,New credit,Existing loan takeover,28000
8,W_Handle leads,2016-05-17 09:59:04.582128,complete,User_11,Workflow,Limit raise,Home improvement,20500
8,A_Concept,2016-05-17 09:59:04.586128,complete,User_1,Application,Limit raise,Home improvement,20500
10,W_Complete application,2016-05-17 09:59:25.879647,complete,User_132,Workflow,New credit,Remaining debt home,7000
10,A_Concept,2016-05-17 09:59:25.883647,complete,User_1,Application,New credit,Remaining debt home,7000
9,A_Accepted,2016-05-17 09:59:26.903647,complete,User_132,Application,New credit,Car,10000
10,A_Accepted,2016-05-17 09:59:27.927647,complete,User_132,Application,New credit,Remaining debt home,7000
9,O_Create Offer,2016-05-17 09:59:28.390647,complete,User_132,Offer,New credit,Car,10000
10,O_Create Offer,2016-05-17 09:59:28.853647,complete,User_132,Offer,New credit,Remaining debt home,7000
9,O_Created,2016-05-17 09:59:28.942647,complete,User_132,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 09:59:28.943647,complete,User_1,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 09:59:28.944647,complete,User_1,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 09:59:28.945647,complete,User_1,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 09:59:28.946647,complete,User_1,Offer,New credit,Car,10000
10,O_Created,2016-05-17 09:59:29.031647,complete,User_132,Offer,New credit,Remaining debt home,7000
9,O_Create Offer,2016-05-17 09:59:29.494647,complete,User_132,Offer,New credit,Car,10000
9,O_Created,2016-05-17 09:59:29.583647,complete,User_132,Offer,New credit,Car,10000
10,W_Call after offers,2016-05-17 09:59:29.685190,start,User_101,Workflow,New credit,Remaining debt home,7000
16,A_Create Application,2016-05-17 10:01:10.117273,complete,User_1,Application,New credit,Remaining debt home,25000
16,A_Submitted,2016-05-17 10:01:10.215273,complete,User_1,Application,New credit,Remaining debt home,25000
16,W_Handle leads,2016-05-17 10:01:10.483846,start,User_132,Workflow,New credit,Remaining debt home,25000
1,W_Call after offers,2016-05-17 10:01:17.812093,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 10:01:19.358093,complete,User_10,Application,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 10:01:20.904093,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 10:01:21.367093,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 10:01:21.368093,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 10:01:21.457093,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 10:01:21.920093,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 10:01:22.380600,start,User_10,Workflow,New credit,Existing loan takeover,6000
2,W_Call after offers,2016-05-17 10:02:38.606436,complete,User_10,Workflow,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 10:02:38.695436,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:02:38.696436,complete,User_1,Offer,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 10:02:40.241436,complete,User_10,Application,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 10:02:40.704436,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 10:02:40.705436,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 10:02:40.794436,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 10:02:41.257436,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 10:02:42.193459,start,User_10,Workflow,New credit,Existing loan takeover,10000
10,W_Call after offers,2016-05-17 10:02:51.108105,complete,User_101,Workflow,New credit,Remaining debt home,7000
9,W_Call after offers,2016-05-17 10:02:51.244574,start,User_101,Workflow,New credit,Car,10000
16,W_Handle leads,2016-05-17 10:03:12.503820,complete,User_132,Workflow,New credit,Remaining debt home,25000
16,A_Concept,2016-05-17 10:03:12.507820,complete,User_1,Application,New credit,Remaining debt home,25000
10,A_Complete,2016-05-17 10:03:14.049820,complete,User_132,Application,New credit,Remaining debt home,7000
16,W_Complete application,2016-05-17 10:03:14.726575,start,User_132,Workflow,New credit,Remaining debt home,25000
1,W_Call after offers,2016-05-17 10:03:44.062036,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 10:03:44.151036,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 10:03:44.152036,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Cancelled,2016-05-17 10:03:44.152036,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 10:03:45.698036,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 10:03:46.161036,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 10:03:46.624036,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 10:03:46.713036,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 10:03:46.802036,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 10:03:47.037468,start,User_10,Workflow,New credit,Existing loan takeover,6000
5,W_Handle leads,2016-05-17 10:05:00.585351,start,User_108,Workflow,New credit,"Other, see explanation",35000
2,W_Call after offers,2016-05-17 10:05:12.935817,complete,User_10,Workflow,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 10:05:13.852840,start,User_10,Workflow,New credit,Existing loan takeover,10000
5,W_Handle leads,2016-05-17 10:06:18.831375,complete,User_108,Workflow,New credit,"Other, see explanation",35000
6,W_Handle leads,2016-05-17 10:06:19.194145,start,User_108,Workflow,New credit,Car,10500
9,W_Call after offers,2016-05-17 10:06:25.393719,complete,User_101,Workflow,New credit,Car,10000
6,W_Handle leads,2016-05-17 10:08:11.640811,complete,User_108,Workflow,New credit,Car,10500
5,W_Complete application,2016-05-17 10:08:12.353906,start,User_108,Workflow,New credit,"Other, see explanation",35000
1,W_Call after offers,2016-05-17 10:09:00.490872,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 10:09:02.036872,complete,User_10,Application,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 10:09:03.582872,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 10:09:03.583872,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 10:09:03.584872,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,A_Cancelled,2016-05-17 10:09:03.599872,complete,User_1,Application,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:09:03.600872,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 10:09:04.047872,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Created,2016-05-17 10:09:04.136872,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:09:04.137872,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:09:04.138872,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:09:04.139872,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:09:04.140872,complete,User_1,Offer,New credit,Existing loan takeover,10000
12,W_Complete application,2016-05-17 10:10:27.422490,complete,User_104,Workflow,New credit,Existing loan takeover,12500
12,A_Concept,2016-05-17 10:10:27.426490,complete,User_1,Application,New credit,Existing loan takeover,12500
15,W_Handle leads,2016-05-17 10:10:27.850011,start,User_104,Workflow,New credit,Existing loan takeover,28000
12,A_Accepted,2016-05-17 10:10:28.450490,complete,User_10,Application,New credit,Existing loan takeover,12500
12,O_Create Offer,2016-05-17 10:10:28.913490,complete,User_10,Offer,New credit,Existing loan takeover,12500
12,O_Created,2016-05-17 10:10:29.002490,complete,User_10,Offer,New credit,Existing loan takeover,12500
12,W_Call after offers,2016-05-17 10:10:29.143055,start,User_10,Workflow,New credit,Existing loan takeover,12500
16,W_Complete application,2016-05-17 10:13:08.952730,complete,User_132,Workflow,New credit,Remaining debt home,25000
10,O_Sent (mail and online),2016-05-17 10:13:08.953730,complete,User_132,Offer,New credit,Remaining debt home,7000
10,A_Cancelled,2016-05-17 10:13:08.969730,complete,User_1,Application,New credit,Remaining debt home,7000
10,O_Cancelled,2016-05-17 10:13:08.970730,complete,User_1,Offer,New credit,Remaining debt home,7000
15,W_Handle leads,2016-05-17 10:13:26.123195,complete,User_104,Workflow,New credit,Existing loan takeover,28000
13,W_Complete application,2016-05-17 10:13:29.577056,complete,User_17,Workflow,New credit,Caravan / Camper,22500
14,W_Handle leads,2016-05-17 10:13:29.897871,start,User_17,Workflow,Limit raise,Home improvement,26000
17,A_Create Application,2016-05-17 10:13:37.740312,complete,User_1,Application,New credit,"Other, see explanation",19000
17,A_Submitted,2016-05-17 10:13:37.838312,complete,User_1,Application,New credit,"Other, see explanation",19000
17,W_Handle leads,2016-05-17 10:13:38.731881,start,User_132,Workflow,New credit,"Other, see explanation",19000
11,W_Complete application,2016-05-17 10:14:59.822294,complete,User_16,Workflow,New credit,Car,31000
9,O_Sent (mail and online),2016-05-17 10:14:59.823294,complete,User_16,Offer,New credit,Car,10000
9,A_Complete,2016-05-17 10:15:01.369294,complete,User_14,Application,New credit,Car,10000
9,O_Cancelled,2016-05-17 10:15:01.370294,complete,User_1,Offer,New credit,Car,10000
9,A_Cancelled,2016-05-17 10:15:01.386294,complete,User_1,Application,New credit,Car,10000
12,W_Call after offers,2016-05-17 10:15:46.809751,complete,User_10,Workflow,New credit,Existing loan takeover,12500
16,A_Accepted,2016-05-17 10:15:47.833751,complete,User_10,Application,New credit,Remaining debt home,25000
14,W_Handle leads,2016-05-17 10:15:48.009394,complete,User_17,Workflow,Limit raise,Home improvement,26000
14,A_Concept,2016-05-17 10:15:48.013394,complete,User_1,Application,Limit raise,Home improvement,26000
14,W_Complete application,2016-05-17 10:15:48.252724,start,User_14,Workflow,Limit raise,Home improvement,26000
12,A_Complete,2016-05-17 10:15:49.379751,complete,User_10,Application,New credit,Existing loan takeover,12500
16,O_Create Offer,2016-05-17 10:15:49.842751,complete,User_10,Offer,New credit,Remaining debt home,25000
12,O_Sent (mail and online),2016-05-17 10:15:49.843751,complete,User_10,Offer,New credit,Existing loan takeover,12500
16,O_Created,2016-05-17 10:15:49.932751,complete,User_10,Offer,New credit,Remaining debt home,25000
12,O_Create Offer,2016-05-17 10:15:50.395751,complete,User_10,Offer,New credit,Existing loan takeover,12500
16,A_Complete,2016-05-17 10:15:51.941751,complete,User_10,Application,New credit,Remaining debt home,25000
12,O_Created,2016-05-17 10:15:52.030751,complete,User_10,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:15:52.031751,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:15:52.032751,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:15:52.033751,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:15:52.034751,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:15:52.035751,complete,User_1,Offer,New credit,Existing loan takeover,12500
16,W_Call after offers,2016-05-17 10:15:53.010374,start,User_10,Workflow,New credit,Remaining debt home,25000
18,A_Create Application,2016-05-17 10:16:45.736354,complete,User_1,Application,New credit,Home improvement,9000
18,A_Submitted,2016-05-17 10:16:45.834354,complete,User_1,Application,New credit,Home improvement,9000
17,W_Handle leads,2016-05-17 10:16:50.069455,complete,User_132,Workflow,New credit,"Other, see explanation",19000
17,A_Concept,2016-05-17 10:16:50.073455,complete,User_1,Application,New credit,"Other, see explanation",19000
11,A_Accepted,2016-05-17 10:16:51.093455,complete,User_132,Application,New credit,Car,31000
17,W_Complete application,2016-05-17 10:16:52.004197,start,User_132,Workflow,New credit,"Other, see explanation",19000
5,W_Complete application,2016-05-17 10:18:10.915556,complete,User_108,Workflow,New credit,"Other, see explanation",35000
5,A_Concept,2016-05-17 10:18:10.919556,complete,User_1,Application,New credit,"Other, see explanation",35000
6,W_Complete application,2016-05-17 10:18:11.224066,start,User_108,Workflow,New credit,Car,10500
16,W_Call after offers,2016-05-17 10:19:41.661347,complete,User_10,Workflow,New credit,Remaining debt home,25000
12,O_Create Offer,2016-05-17 10:19:42.124347,complete,User_10,Offer,New credit,Existing loan takeover,12500
16,O_Sent (mail and online),2016-05-17 10:19:42.125347,complete,User_10,Offer,New credit,Remaining debt home,25000
12,O_Created,2016-05-17 10:19:42.214347,complete,User_10,Offer,New credit,Existing loan takeover,12500
16,O_Create Offer,2016-05-17 10:19:42.677347,complete,User_10,Offer,New credit,Remaining debt home,25000
12,O_Sent (mail and online),2016-05-17 10:19:42.678347,complete,User_10,Offer,New credit,Existing loan takeover,12500
16,O_Created,2016-05-17 10:19:42.767347,complete,User_10,Offer,New credit,Remaining debt home,25000
