case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,EventOrigin,case:ApplicationType,case:LoanGoal,case:RequestedAmount
5,W_Handle leads,2016-05-17 09:46:28.839596,start,User_2,Workflow,New credit,"Other, see explanation",35000
9,W_Handle leads,2016-05-17 09:46:38.729980,complete,User_5,Workflow,New credit,Car,10000
9,A_Concept,2016-05-17 09:46:38.733980,complete,User_1,Application,New credit,Car,10000
8,W_Complete application,2016-05-17 09:46:38.873816,start,User_5,Workflow,Limit raise,Home improvement,20500
5,W_Handle leads,2016-05-17 09:47:47.085620,complete,User_2,Workflow,New credit,"Other, see explanation",35000
5,A_Concept,2016-05-17 09:47:47.089620,complete,User_1,Application,New credit,"Other, see explanation",35000
2,A_Accepted,2016-05-17 09:47:48.109620,complete,User_2,Application,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:47:48.572620,complete,User_2,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:47:48.572620,complete,User_6,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 09:47:48.661620,complete,User_6,Offer,New credit,Existing loan takeover,6000
5,W_Complete application,2016-05-17 09:47:49.165676,start,User_2,Workflow,New credit,"Other, see explanation",35000
11,A_Create Application,2016-05-17 09:53:03.716852,complete,User_1,Application,New credit,Car,31000
11,A_Submitted,2016-05-17 09:53:03.814852,complete,User_1,Application,New credit,Car,31000
12,A_Create Application,2016-05-17 09:53:23.330652,complete,User_1,Application,New credit,Existing loan takeover,12500
12,A_Submitted,2016-05-17 09:53:23.428652,complete,User_1,Application,New credit,Existing loan takeover,12500
12,W_Handle leads,2016-05-17 09:53:24.092610,start,User_6,Workflow,New credit,Existing loan takeover,12500
13,A_Create Application,2016-05-17 09:53:49.362047,complete,User_1,Application,New credit,Caravan / Camper,22500
13,A_Submitted,2016-05-17 09:53:49.460047,complete,User_1,Application,New credit,Caravan / Camper,22500
8,W_Complete application,2016-05-17 09:55:33.992609,complete,User_5,Workflow,Limit raise,Home improvement,20500
9,W_Complete application,2016-05-17 09:55:34.601242,start,User_5,Workflow,New credit,Car,10000
12,W_Handle leads,2016-05-17 09:56:11.147607,complete,User_6,Workflow,New credit,Existing loan takeover,12500
12,A_Concept,2016-05-17 09:56:11.151607,complete,User_1,Application,New credit,Existing loan takeover,12500
13,W_Handle leads,2016-05-17 09:56:11.576565,start,User_6,Workflow,New credit,Caravan / Camper,22500
14,A_Create Application,2016-05-17 09:56:30.502984,complete,User_1,Application,Limit raise,Home improvement,26000
14,A_Submitted,2016-05-17 09:56:30.600984,complete,User_1,Application,Limit raise,Home improvement,26000
13,W_Handle leads,2016-05-17 09:57:52.911868,complete,User_6,Workflow,New credit,Caravan / Camper,22500
13,A_Concept,2016-05-17 09:57:52.915868,complete,User_1,Application,New credit,Caravan / Camper,22500
8,A_Accepted,2016-05-17 09:57:53.935868,complete,User_6,Application,Limit raise,Home improvement,20500
13,W_Complete application,2016-05-17 09:57:54.214008,start,User_6,Workflow,New credit,Caravan / Camper,22500
4,W_Complete application,2016-05-17 09:57:58.690021,complete,User_3,Workflow,New credit,Car,40500
3,A_Accepted,2016-05-17 09:57:59.714021,complete,User_3,Application,New credit,Car,20000
10,W_Handle leads,2016-05-17 09:58:00.439511,start,User_3,Workflow,New credit,Remaining debt home,7000
15,A_Create Application,2016-05-17 09:58:44.361635,complete,User_1,Application,New credit,Existing loan takeover,28000
15,A_Submitted,2016-05-17 09:58:44.459635,complete,User_1,Application,New credit,Existing loan takeover,28000
6,W_Complete application,2016-05-17 09:59:11.546841,complete,User_4,Workflow,New credit,Car,10500
7,W_Complete application,2016-05-17 09:59:11.713148,start,User_4,Workflow,New credit,Existing loan takeover,3000
10,W_Handle leads,2016-05-17 09:59:22.334017,complete,User_3,Workflow,New credit,Remaining debt home,7000
10,A_Concept,2016-05-17 09:59:22.338017,complete,User_1,Application,New credit,Remaining debt home,7000
4,A_Accepted,2016-05-17 09:59:23.358017,complete,User_3,Application,New credit,Car,40500
3,O_Create Offer,2016-05-17 09:59:23.821017,complete,User_3,Offer,New credit,Car,20000
4,O_Create Offer,2016-05-17 09:59:23.821017,complete,User_8,Offer,New credit,Car,40500
4,O_Created,2016-05-17 09:59:23.910017,complete,User_8,Offer,New credit,Car,40500
10,W_Complete application,2016-05-17 09:59:24.099354,start,User_3,Workflow,New credit,Remaining debt home,7000
9,W_Complete application,2016-05-17 10:00:08.250510,complete,User_5,Workflow,New credit,Car,10000
11,W_Handle leads,2016-05-17 10:00:09.041177,start,User_5,Workflow,New credit,Car,31000
9,A_Accepted,2016-05-17 10:00:09.274510,complete,User_8,Application,New credit,Car,10000
9,O_Create Offer,2016-05-17 10:00:09.737510,complete,User_8,Offer,New credit,Car,10000
9,O_Created,2016-05-17 10:00:09.826510,complete,User_8,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 10:00:09.827510,complete,User_1,Offer,New credit,Car,10000
9,O_Create Offer,2016-05-17 10:00:10.290510,complete,User_8,Offer,New credit,Car,10000
9,O_Created,2016-05-17 10:00:10.379510,complete,User_8,Offer,New credit,Car,10000
9,O_Sent (mail and online),2016-05-17 10:00:10.380510,complete,User_8,Offer,New credit,Car,10000
9,A_Complete,2016-05-17 10:00:11.926510,complete,User_8,Application,New credit,Car,10000
9,W_Call after offers,2016-05-17 10:00:12.906685,start,User_8,Workflow,New credit,Car,10000
16,A_Create Application,2016-05-17 10:01:10.117273,complete,User_1,Application,New credit,Remaining debt home,25000
16,A_Submitted,2016-05-17 10:01:10.215273,complete,User_1,Application,New credit,Remaining debt home,25000
9,W_Call after offers,2016-05-17 10:02:11.906920,complete,User_8,Workflow,New credit,Car,10000
16,W_Handle leads,2016-05-17 10:02:12.752589,start,User_8,Workflow,New credit,Remaining debt home,25000
9,A_Validating,2016-05-17 10:02:13.060920,complete,User_27,Application,New credit,Car,10000
9,W_Validate application,2016-05-17 10:02:13.292920,start,User_27,Workflow,New credit,Car,10000
11,W_Handle leads,2016-05-17 10:02:44.376059,complete,User_5,Workflow,New credit,Car,31000
11,A_Concept,2016-05-17 10:02:44.380059,complete,User_1,Application,New credit,Car,31000
12,W_Complete application,2016-05-17 10:02:44.902104,start,User_5,Workflow,New credit,Existing loan takeover,12500
16,W_Handle leads,2016-05-17 10:03:28.806744,complete,User_8,Workflow,New credit,Remaining debt home,25000
16,A_Concept,2016-05-17 10:03:28.810744,complete,User_1,Application,New credit,Remaining debt home,25000
16,W_Complete application,2016-05-17 10:03:29.653517,start,User_8,Workflow,New credit,Remaining debt home,25000
5,W_Complete application,2016-05-17 10:03:32.344743,complete,User_2,Workflow,New credit,"Other, see explanation",35000
1,O_Created,2016-05-17 10:03:32.433743,complete,User_2,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 10:03:32.434743,complete,User_2,Offer,New credit,Existing loan takeover,6000
5,A_Accepted,2016-05-17 10:03:33.458743,complete,User_2,Application,New credit,"Other, see explanation",35000
2,A_Complete,2016-05-17 10:03:35.004743,complete,User_2,Application,New credit,Existing loan takeover,6000
5,O_Create Offer,2016-05-17 10:03:35.467743,complete,User_2,Offer,New credit,"Other, see explanation",35000
2,W_Call after offers,2016-05-17 10:03:35.842639,start,User_2,Workflow,New credit,Existing loan takeover,6000
2,W_Call after offers,2016-05-17 10:06:57.168696,complete,User_2,Workflow,New credit,Existing loan takeover,6000
5,O_Created,2016-05-17 10:06:57.257696,complete,User_2,Offer,New credit,"Other, see explanation",35000
2,O_Create Offer,2016-05-17 10:06:57.720696,complete,User_2,Offer,New credit,Existing loan takeover,6000
5,O_Sent (mail and online),2016-05-17 10:06:57.721696,complete,User_2,Offer,New credit,"Other, see explanation",35000
2,O_Created,2016-05-17 10:06:57.810696,complete,User_2,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:06:57.811696,complete,User_1,Offer,New credit,Existing loan takeover,6000
5,A_Complete,2016-05-17 10:06:59.356696,complete,User_2,Application,New credit,"Other, see explanation",35000
2,O_Create Offer,2016-05-17 10:06:59.819696,complete,User_2,Offer,New credit,Existing loan takeover,6000
5,W_Call after offers,2016-05-17 10:07:00.033473,start,User_2,Workflow,New credit,"Other, see explanation",35000
10,W_Complete application,2016-05-17 10:08:51.255174,complete,User_3,Workflow,New credit,Remaining debt home,7000
3,O_Created,2016-05-17 10:08:51.344174,complete,User_3,Offer,New credit,Car,20000
4,O_Sent (mail and online),2016-05-17 10:08:51.345174,complete,User_3,Offer,New credit,Car,40500
4,A_Complete,2016-05-17 10:08:52.891174,complete,User_9,Application,New credit,Car,40500
4,W_Call after offers,2016-05-17 10:08:53.056798,start,User_9,Workflow,New credit,Car,40500
5,W_Call after offers,2016-05-17 10:11:02.782813,complete,User_2,Workflow,New credit,"Other, see explanation",35000
2,O_Created,2016-05-17 10:11:02.871813,complete,User_2,Offer,New credit,Existing loan takeover,6000
10,A_Accepted,2016-05-17 10:11:03.895813,complete,User_2,Application,New credit,Remaining debt home,7000
5,O_Create Offer,2016-05-17 10:11:04.358813,complete,User_2,Offer,New credit,"Other, see explanation",35000
10,O_Create Offer,2016-05-17 10:11:04.821813,complete,User_2,Offer,New credit,Remaining debt home,7000
5,O_Created,2016-05-17 10:11:04.910813,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:11:04.911813,complete,User_1,Offer,New credit,"Other, see explanation",35000
10,O_Created,2016-05-17 10:11:04.999813,complete,User_2,Offer,New credit,Remaining debt home,7000
10,O_Cancelled,2016-05-17 10:11:05.000813,complete,User_1,Offer,New credit,Remaining debt home,7000
10,O_Cancelled,2016-05-17 10:11:05.001813,complete,User_1,Offer,New credit,Remaining debt home,7000
5,O_Create Offer,2016-05-17 10:11:05.462813,complete,User_2,Offer,New credit,"Other, see explanation",35000
10,O_Create Offer,2016-05-17 10:11:05.925813,complete,User_2,Offer,New credit,Remaining debt home,7000
5,O_Created,2016-05-17 10:11:06.014813,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:11:06.015813,complete,User_1,Offer,New credit,"Other, see explanation",35000
10,O_Created,2016-05-17 10:11:06.103813,complete,User_2,Offer,New credit,Remaining debt home,7000
10,O_Cancelled,2016-05-17 10:11:06.104813,complete,User_1,Offer,New credit,Remaining debt home,7000
5,O_Create Offer,2016-05-17 10:11:06.566813,complete,User_2,Offer,New credit,"Other, see explanation",35000
10,O_Create Offer,2016-05-17 10:11:07.029813,complete,User_2,Offer,New credit,Remaining debt home,7000
5,O_Created,2016-05-17 10:11:07.118813,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:11:07.119813,complete,User_1,Offer,New credit,"Other, see explanation",35000
10,O_Created,2016-05-17 10:11:07.207813,complete,User_2,Offer,New credit,Remaining debt home,7000
5,O_Create Offer,2016-05-17 10:11:07.670813,complete,User_2,Offer,New credit,"Other, see explanation",35000
10,O_Sent (mail and online),2016-05-17 10:11:07.671813,complete,User_2,Offer,New credit,Remaining debt home,7000
5,O_Created,2016-05-17 10:11:07.760813,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:11:07.761813,complete,User_1,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:11:07.762813,complete,User_1,Offer,New credit,"Other, see explanation",35000
10,A_Complete,2016-05-17 10:11:09.306813,complete,User_2,Application,New credit,Remaining debt home,7000
5,O_Create Offer,2016-05-17 10:11:09.769813,complete,User_2,Offer,New credit,"Other, see explanation",35000
10,W_Call after offers,2016-05-17 10:11:09.992949,start,User_2,Workflow,New credit,Remaining debt home,7000
13,W_Complete application,2016-05-17 10:11:23.496647,complete,User_6,Workflow,New credit,Caravan / Camper,22500
8,O_Create Offer,2016-05-17 10:11:23.959647,complete,User_6,Offer,Limit raise,Home improvement,20500
15,W_Handle leads,2016-05-17 10:11:24.403757,start,User_6,Workflow,New credit,Existing loan takeover,28000
7,W_Complete application,2016-05-17 10:12:42.105596,complete,User_4,Workflow,New credit,Existing loan takeover,3000
14,W_Handle leads,2016-05-17 10:12:42.951930,start,User_4,Workflow,Limit raise,Home improvement,26000
15,W_Handle leads,2016-05-17 10:12:52.811851,complete,User_6,Workflow,New credit,Existing loan takeover,28000
15,A_Concept,2016-05-17 10:12:52.815851,complete,User_1,Application,New credit,Existing loan takeover,28000
8,O_Created,2016-05-17 10:12:52.900851,complete,User_6,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 10:12:52.901851,complete,User_1,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 10:12:52.902851,complete,User_1,Offer,Limit raise,Home improvement,20500
15,W_Complete application,2016-05-17 10:12:53.006118,start,User_6,Workflow,New credit,Existing loan takeover,28000
4,W_Call after offers,2016-05-17 10:13:30.824518,complete,User_9,Workflow,New credit,Car,40500
2,O_Sent (mail and online),2016-05-17 10:13:30.825518,complete,User_9,Offer,New credit,Existing loan takeover,6000
2,A_Complete,2016-05-17 10:13:32.371518,complete,User_9,Application,New credit,Existing loan takeover,6000
2,W_Call after offers,2016-05-17 10:13:32.923179,start,User_9,Workflow,New credit,Existing loan takeover,6000
17,A_Create Application,2016-05-17 10:13:37.740312,complete,User_1,Application,New credit,"Other, see explanation",19000
17,A_Submitted,2016-05-17 10:13:37.838312,complete,User_1,Application,New credit,"Other, see explanation",19000
10,W_Call after offers,2016-05-17 10:13:58.322003,complete,User_2,Workflow,New credit,Remaining debt home,7000
5,O_Created,2016-05-17 10:13:58.411003,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:13:58.412003,complete,User_1,Offer,New credit,"Other, see explanation",35000
13,A_Accepted,2016-05-17 10:13:59.435003,complete,User_2,Application,New credit,Caravan / Camper,22500
5,O_Create Offer,2016-05-17 10:13:59.898003,complete,User_2,Offer,New credit,"Other, see explanation",35000
13,O_Create Offer,2016-05-17 10:14:00.361003,complete,User_2,Offer,New credit,Caravan / Camper,22500
5,O_Created,2016-05-17 10:14:00.450003,complete,User_2,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 10:14:00.451003,complete,User_1,Offer,New credit,"Other, see explanation",35000
13,O_Created,2016-05-17 10:14:00.539003,complete,User_2,Offer,New credit,Caravan / Camper,22500
5,O_Create Offer,2016-05-17 10:14:01.002003,complete,User_2,Offer,New credit,"Other, see explanation",35000
13,O_Sent (mail and online),2016-05-17 10:14:01.003003,complete,User_2,Offer,New credit,Caravan / Camper,22500
5,O_Created,2016-05-17 10:14:01.092003,complete,User_2,Offer,New credit,"Other, see explanation",35000
13,A_Complete,2016-05-17 10:14:02.638003,complete,User_2,Application,New credit,Caravan / Camper,22500
5,O_Sent (mail and online),2016-05-17 10:14:02.639003,complete,User_2,Offer,New credit,"Other, see explanation",35000
13,W_Call after offers,2016-05-17 10:14:03.615226,start,User_2,Workflow,New credit,Caravan / Camper,22500
14,W_Handle leads,2016-05-17 10:15:22.672870,complete,User_4,Workflow,Limit raise,Home improvement,26000
14,A_Concept,2016-05-17 10:15:22.676870,complete,User_1,Application,Limit raise,Home improvement,26000
6,A_Accepted,2016-05-17 10:15:23.696870,complete,User_4,Application,New credit,Car,10500
7,A_Accepted,2016-05-17 10:15:24.720870,complete,User_4,Application,New credit,Existing loan takeover,3000
6,O_Create Offer,2016-05-17 10:15:25.183870,complete,User_4,Offer,New credit,Car,10500
7,O_Create Offer,2016-05-17 10:15:25.646870,complete,User_4,Offer,New credit,Existing loan takeover,3000
6,O_Created,2016-05-17 10:15:25.735870,complete,User_4,Offer,New credit,Car,10500
7,O_Created,2016-05-17 10:15:25.824870,complete,User_4,Offer,New credit,Existing loan takeover,3000
6,O_Sent (mail and online),2016-05-17 10:15:25.825870,complete,User_4,Offer,New credit,Car,10500
7,O_Cancelled,2016-05-17 10:15:25.825870,complete,User_1,Offer,New credit,Existing loan takeover,3000
6,A_Complete,2016-05-17 10:15:27.371870,complete,User_4,Application,New credit,Car,10500
7,O_Create Offer,2016-05-17 10:15:27.834870,complete,User_4,Offer,New credit,Existing loan takeover,3000
6,W_Call after offers,2016-05-17 10:15:28.720599,start,User_4,Workflow,New credit,Car,10500
2,W_Call after offers,2016-05-17 10:16:18.625829,complete,User_9,Workflow,New credit,Existing loan takeover,6000
17,W_Handle leads,2016-05-17 10:16:18.724092,start,User_9,Workflow,New credit,"Other, see explanation",19000
18,A_Create Application,2016-05-17 10:16:45.736354,complete,User_1,Application,New credit,Home improvement,9000
18,A_Submitted,2016-05-17 10:16:45.834354,complete,User_1,Application,New credit,Home improvement,9000
17,W_Handle leads,2016-05-17 10:17:43.461308,complete,User_9,Workflow,New credit,"Other, see explanation",19000
17,A_Concept,2016-05-17 10:17:43.465308,complete,User_1,Application,New credit,"Other, see explanation",19000
17,W_Complete application,2016-05-17 10:17:44.158048,start,User_9,Workflow,New credit,"Other, see explanation",19000
15,W_Complete application,2016-05-17 10:18:54.841090,complete,User_6,Workflow,New credit,Existing loan takeover,28000
8,O_Create Offer,2016-05-17 10:18:55.304090,complete,User_6,Offer,Limit raise,Home improvement,20500
4,O_Create Offer,2016-05-17 10:18:55.767090,complete,User_6,Offer,New credit,Car,40500
15,A_Accepted,2016-05-17 10:18:56.791090,complete,User_6,Application,New credit,Existing loan takeover,28000
4,O_Created,2016-05-17 10:18:56.880090,complete,User_6,Offer,New credit,Car,40500
15,O_Create Offer,2016-05-17 10:18:57.343090,complete,User_6,Offer,New credit,Existing loan takeover,28000
4,O_Sent (mail and online),2016-05-17 10:18:57.344090,complete,User_6,Offer,New credit,Car,40500
15,O_Created,2016-05-17 10:18:57.433090,complete,User_6,Offer,New credit,Existing loan takeover,28000
4,A_Complete,2016-05-17 10:18:58.979090,complete,User_6,Application,New credit,Car,40500
15,O_Sent (mail and online),2016-05-17 10:18:58.980090,complete,User_6,Offer,New credit,Existing loan takeover,28000
4,W_Call after offers,2016-05-17 10:18:59.382528,start,User_6,Workflow,New credit,Car,40500
13,W_Call after offers,2016-05-17 10:19:12.486257,complete,User_2,Workflow,New credit,Caravan / Camper,22500
5,A_Complete,2016-05-17 10:19:14.032257,complete,User_2,Application,New credit,"Other, see explanation",35000
14,W_Complete application,2016-05-17 10:19:14.985538,start,User_2,Workflow,Limit raise,Home improvement,26000
9,W_Validate application,2016-05-17 10:20:15.647412,complete,User_27,Workflow,New credit,Car,10000
10,A_Validating,2016-05-17 10:20:16.801412,complete,User_27,Application,New credit,Remaining debt home,7000
10,W_Validate application,2016-05-17 10:20:17.670941,start,User_29,Workflow,New credit,Remaining debt home,7000
13,A_Validating,2016-05-17 10:20:17.955412,complete,User_27,Application,New credit,Caravan / Camper,22500
9,O_Returned,2016-05-17 10:20:19.480412,complete,User_27,Offer,New credit,Car,10000
13,W_Validate application,2016-05-17 10:20:19.914831,start,User_27,Workflow,New credit,Caravan / Camper,22500
12,W_Complete application,2016-05-17 10:20:32.500129,complete,User_5,Workflow,New credit,Existing loan takeover,12500
11,W_Complete application,2016-05-17 10:20:33.426123,start,User_5,Workflow,New credit,Car,31000
6,W_Call after offers,2016-05-17 10:21:42.116294,complete,User_4,Workflow,New credit,Car,10500
6,O_Cancelled,2016-05-17 10:21:42.117294,complete,User_1,Offer,New credit,Car,10500
6,A_Cancelled,2016-05-17 10:21:42.133294,complete,User_1,Application,New credit,Car,10500
6,O_Cancelled,2016-05-17 10:21:42.134294,complete,User_1,Offer,New credit,Car,10500
6,O_Cancelled,2016-05-17 10:21:42.135294,complete,User_1,Offer,New credit,Car,10500
6,O_Cancelled,2016-05-17 10:21:42.136294,complete,User_1,Offer,New credit,Car,10500
7,O_Created,2016-05-17 10:21:42.205294,complete,User_4,Offer,New credit,Existing loan takeover,3000
2,O_Create Offer,2016-05-17 10:21:42.668294,complete,User_4,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 10:21:42.757294,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Sent (mail and online),2016-05-17 10:21:42.758294,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,A_Complete,2016-05-17 10:21:44.304294,complete,User_10,Application,New credit,Existing loan takeover,6000
2,W_Call after offers,2016-05-17 10:21:45.068576,start,User_10,Workflow,New credit,Existing loan takeover,6000
16,W_Complete application,2016-05-17 10:21:58.358967,complete,User_8,Workflow,New credit,Remaining debt home,25000
1,O_Sent (mail and online),2016-05-17 10:21:58.359967,complete,User_8,Offer,New credit,Existing loan takeover,10000
3,O_Sent (mail and online),2016-05-17 10:21:58.360967,complete,User_8,Offer,New credit,Car,20000
16,A_Accepted,2016-05-17 10:21:59.384967,complete,User_8,Application,New credit,Remaining debt home,25000
3,A_Complete,2016-05-17 10:22:00.930967,complete,User_8,Application,New credit,Car,20000
16,O_Create Offer,2016-05-17 10:22:01.393967,complete,User_8,Offer,New credit,Remaining debt home,25000
3,W_Call after offers,2016-05-17 10:22:01.936420,start,User_8,Workflow,New credit,Car,20000
3,W_Call after offers,2016-05-17 10:24:38.945267,complete,User_8,Workflow,New credit,Car,20000
16,O_Created,2016-05-17 10:24:39.034267,complete,User_8,Offer,New credit,Remaining debt home,25000
16,O_Cancelled,2016-05-17 10:24:39.035267,complete,User_1,Offer,New credit,Remaining debt home,25000
16,O_Cancelled,2016-05-17 10:24:39.036267,complete,User_1,Offer,New credit,Remaining debt home,25000
3,O_Create Offer,2016-05-17 10:24:39.497267,complete,User_8,Offer,New credit,Car,20000
16,O_Create Offer,2016-05-17 10:24:39.960267,complete,User_8,Offer,New credit,Remaining debt home,25000
3,O_Created,2016-05-17 10:24:40.049267,complete,User_8,Offer,New credit,Car,20000
16,O_Created,2016-05-17 10:24:40.138267,complete,User_8,Offer,New credit,Remaining debt home,25000
3,O_Sent (mail and online),2016-05-17 10:24:40.139267,complete,User_8,Offer,New credit,Car,20000
16,O_Sent (mail and online),2016-05-17 10:24:40.140267,complete,User_8,Offer,New credit,Remaining debt home,25000
3,A_Complete,2016-05-17 10:24:41.686267,complete,User_8,Application,New credit,Car,20000
16,A_Complete,2016-05-17 10:24:43.232267,complete,User_8,Application,New credit,Remaining debt home,25000
3,W_Call after offers,2016-05-17 10:24:44.144655,start,User_8,Workflow,New credit,Car,20000
4,W_Call after offers,2016-05-17 10:25:27.832978,complete,User_6,Workflow,New credit,Car,40500
15,A_Complete,2016-05-17 10:25:29.378978,complete,User_6,Application,New credit,Existing loan takeover,28000
6,O_Create Offer,2016-05-17 10:25:29.841978,complete,User_6,Offer,New credit,Car,10500
15,W_Call after offers,2016-05-17 10:25:30.365566,start,User_6,Workflow,New credit,Existing loan takeover,28000
