case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,EventOrigin,case:ApplicationType,case:LoanGoal,case:RequestedAmount
2,O_Created,2016-05-17 09:46:29.801947,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:46:29.802947,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:46:30.264947,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:46:30.727947,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:46:30.816947,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:46:30.905947,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:46:30.906947,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:46:30.907947,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 09:46:31.198848,start,User_10,Workflow,New credit,Existing loan takeover,10000
10,W_Handle leads,2016-05-17 09:47:46.566739,complete,User_132,Workflow,New credit,Remaining debt home,7000
9,W_Complete application,2016-05-17 09:47:46.617259,start,User_132,Workflow,New credit,Car,10000
1,W_Call after offers,2016-05-17 09:50:57.545500,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:50:58.008500,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 09:50:58.009500,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:50:58.098500,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:50:58.099500,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:50:58.100500,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:50:58.101500,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 09:50:59.644500,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:51:00.107500,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:51:00.570500,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:51:00.659500,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:51:00.660500,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:51:00.661500,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:51:00.748500,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:51:00.749500,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:51:00.750500,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:51:00.751500,complete,User_1,Offer,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:51:01.211500,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:51:01.674500,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:51:01.763500,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:51:01.852500,complete,User_10,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 09:51:01.853500,complete,User_1,Offer,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 09:51:03.398500,complete,User_10,Application,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 09:51:03.861500,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 09:51:03.862500,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 09:51:03.951500,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 09:51:04.100575,start,User_10,Workflow,New credit,Existing loan takeover,6000
11,A_Create Application,2016-05-17 09:53:03.716852,complete,User_1,Application,New credit,Car,31000
11,A_Submitted,2016-05-17 09:53:03.814852,complete,User_1,Application,New credit,Car,31000
11,W_Handle leads,2016-05-17 09:53:03.990848,start,User_16,Workflow,New credit,Car,31000
12,A_Create Application,2016-05-17 09:53:23.330652,complete,User_1,Application,New credit,Existing loan takeover,12500
12,A_Submitted,2016-05-17 09:53:23.428652,complete,User_1,Application,New credit,Existing loan takeover,12500
13,A_Create Application,2016-05-17 09:53:49.362047,complete,User_1,Application,New credit,Caravan / Camper,22500
13,A_Submitted,2016-05-17 09:53:49.460047,complete,User_1,Application,New credit,Caravan / Camper,22500
13,W_Handle leads,2016-05-17 09:53:50.190004,start,User_17,Workflow,New credit,Caravan / Camper,22500
9,W_Complete application,2016-05-17 09:54:51.580297,complete,User_132,Workflow,New credit,Car,10000
9,A_Concept,2016-05-17 09:54:51.584297,complete,User_1,Application,New credit,Car,10000
10,W_Complete application,2016-05-17 09:54:52.153361,start,User_132,Workflow,New credit,Remaining debt home,7000
13,W_Handle leads,2016-05-17 09:55:31.525307,complete,User_17,Workflow,New credit,Caravan / Camper,22500
13,A_Concept,2016-05-17 09:55:31.529307,complete,User_1,Application,New credit,Caravan / Camper,22500
13,W_Complete application,2016-05-17 09:55:31.966248,start,User_17,Workflow,New credit,Caravan / Camper,22500
11,W_Handle leads,2016-05-17 09:55:39.325730,complete,User_16,Workflow,New credit,Car,31000
12,W_Handle leads,2016-05-17 09:55:39.537608,start,User_16,Workflow,New credit,Existing loan takeover,12500
14,A_Create Application,2016-05-17 09:56:30.502984,complete,User_1,Application,Limit raise,Home improvement,26000
14,A_Submitted,2016-05-17 09:56:30.600984,complete,User_1,Application,Limit raise,Home improvement,26000
7,W_Complete application,2016-05-17 09:57:05.433426,complete,User_11,Workflow,New credit,Existing loan takeover,3000
7,A_Concept,2016-05-17 09:57:05.437426,complete,User_1,Application,New credit,Existing loan takeover,3000
8,W_Handle leads,2016-05-17 09:57:06.429063,start,User_11,Workflow,Limit raise,Home improvement,20500
2,W_Call after offers,2016-05-17 09:57:12.257969,complete,User_10,Workflow,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:57:12.258969,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,A_Cancelled,2016-05-17 09:57:12.274969,complete,User_1,Application,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 09:57:12.275969,complete,User_1,Offer,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 09:57:13.803969,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 09:57:14.266969,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 09:57:14.413770,start,User_10,Workflow,New credit,Existing loan takeover,10000
4,W_Complete application,2016-05-17 09:57:58.252976,complete,User_104,Workflow,New credit,Car,40500
4,A_Concept,2016-05-17 09:57:58.256976,complete,User_1,Application,New credit,Car,40500
3,A_Accepted,2016-05-17 09:57:59.276976,complete,User_104,Application,New credit,Car,20000
4,A_Accepted,2016-05-17 09:58:00.300976,complete,User_104,Application,New credit,Car,40500
3,O_Create Offer,2016-05-17 09:58:00.763976,complete,User_104,Offer,New credit,Car,20000
4,O_Create Offer,2016-05-17 09:58:01.226976,complete,User_104,Offer,New credit,Car,40500
3,O_Created,2016-05-17 09:58:01.315976,complete,User_104,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 09:58:01.316976,complete,User_1,Offer,New credit,Car,20000
4,O_Created,2016-05-17 09:58:01.404976,complete,User_104,Offer,New credit,Car,40500
3,O_Create Offer,2016-05-17 09:58:01.867976,complete,User_104,Offer,New credit,Car,20000
3,O_Created,2016-05-17 09:58:01.956976,complete,User_104,Offer,New credit,Car,20000
12,W_Handle leads,2016-05-17 09:58:26.592605,complete,User_16,Workflow,New credit,Existing loan takeover,12500
12,W_Complete application,2016-05-17 09:58:26.791722,start,User_104,Workflow,New credit,Existing loan takeover,12500
11,W_Complete application,2016-05-17 09:58:27.416328,start,User_16,Workflow,New credit,Car,31000
1,W_Call after offers,2016-05-17 09:58:36.491858,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 09:58:36.580858,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 09:58:36.581858,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 09:58:37.293879,start,User_10,Workflow,New credit,Existing loan takeover,6000
15,A_Create Application,2016-05-17 09:58:44.361635,complete,User_1,Application,New credit,Existing loan takeover,28000
15,A_Submitted,2016-05-17 09:58:44.459635,complete,User_1,Application,New credit,Existing loan takeover,28000
8,W_Handle leads,2016-05-17 09:59:04.621575,complete,User_11,Workflow,Limit raise,Home improvement,20500
10,W_Complete application,2016-05-17 09:59:24.670151,complete,User_132,Workflow,New credit,Remaining debt home,7000
10,A_Concept,2016-05-17 09:59:24.674151,complete,User_1,Application,New credit,Remaining debt home,7000
9,A_Accepted,2016-05-17 09:59:25.694151,complete,User_132,Application,New credit,Car,10000
10,A_Accepted,2016-05-17 09:59:26.718151,complete,User_132,Application,New credit,Remaining debt home,7000
9,O_Create Offer,2016-05-17 09:59:27.181151,complete,User_132,Offer,New credit,Car,10000
10,O_Create Offer,2016-05-17 09:59:27.644151,complete,User_132,Offer,New credit,Remaining debt home,7000
9,O_Created,2016-05-17 09:59:27.733151,complete,User_132,Offer,New credit,Car,10000
9,O_Cancelled,2016-05-17 09:59:27.734151,complete,User_1,Offer,New credit,Car,10000
10,O_Created,2016-05-17 09:59:27.822151,complete,User_132,Offer,New credit,Remaining debt home,7000
10,W_Call after offers,2016-05-17 09:59:28.069117,start,User_101,Workflow,New credit,Remaining debt home,7000
9,O_Create Offer,2016-05-17 09:59:28.285151,complete,User_132,Offer,New credit,Car,10000
9,O_Created,2016-05-17 09:59:28.374151,complete,User_132,Offer,New credit,Car,10000
16,A_Create Application,2016-05-17 10:01:10.117273,complete,User_1,Application,New credit,Remaining debt home,25000
16,A_Submitted,2016-05-17 10:01:10.215273,complete,User_1,Application,New credit,Remaining debt home,25000
16,W_Handle leads,2016-05-17 10:01:10.655783,start,User_132,Workflow,New credit,Remaining debt home,25000
2,W_Call after offers,2016-05-17 10:02:41.397417,complete,User_10,Workflow,New credit,Existing loan takeover,6000
1,O_Create Offer,2016-05-17 10:02:41.860417,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,A_Complete,2016-05-17 10:02:43.406417,complete,User_10,Application,New credit,Existing loan takeover,6000
1,O_Created,2016-05-17 10:02:43.495417,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,O_Sent (mail and online),2016-05-17 10:02:43.496417,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,W_Call after offers,2016-05-17 10:02:44.494917,start,User_10,Workflow,New credit,Existing loan takeover,10000
10,W_Call after offers,2016-05-17 10:02:49.492032,complete,User_101,Workflow,New credit,Remaining debt home,7000
9,W_Call after offers,2016-05-17 10:02:49.750620,start,User_101,Workflow,New credit,Car,10000
16,W_Handle leads,2016-05-17 10:03:12.675757,complete,User_132,Workflow,New credit,Remaining debt home,25000
10,A_Complete,2016-05-17 10:03:14.221757,complete,User_132,Application,New credit,Remaining debt home,7000
16,W_Complete application,2016-05-17 10:03:14.747166,start,User_132,Workflow,New credit,Remaining debt home,25000
1,W_Call after offers,2016-05-17 10:04:01.308572,complete,User_10,Workflow,New credit,Existing loan takeover,10000
2,O_Create Offer,2016-05-17 10:04:01.771572,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,A_Complete,2016-05-17 10:04:03.317572,complete,User_10,Application,New credit,Existing loan takeover,10000
2,O_Created,2016-05-17 10:04:03.406572,complete,User_10,Offer,New credit,Existing loan takeover,6000
1,O_Sent (mail and online),2016-05-17 10:04:03.407572,complete,User_10,Offer,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 10:04:03.795907,start,User_10,Workflow,New credit,Existing loan takeover,6000
12,W_Complete application,2016-05-17 10:04:35.671162,complete,User_104,Workflow,New credit,Existing loan takeover,12500
12,A_Concept,2016-05-17 10:04:35.675162,complete,User_1,Application,New credit,Existing loan takeover,12500
15,W_Handle leads,2016-05-17 10:04:35.946185,start,User_104,Workflow,New credit,Existing loan takeover,28000
5,W_Handle leads,2016-05-17 10:05:00.610331,start,User_108,Workflow,New credit,"Other, see explanation",35000
5,W_Handle leads,2016-05-17 10:06:18.856355,complete,User_108,Workflow,New credit,"Other, see explanation",35000
6,W_Handle leads,2016-05-17 10:06:18.902129,start,User_108,Workflow,New credit,Car,10500
9,W_Call after offers,2016-05-17 10:06:23.899765,complete,User_101,Workflow,New credit,Car,10000
1,W_Validate application,2016-05-17 10:06:24.536023,start,User_101,Workflow,New credit,Existing loan takeover,10000
2,W_Call after offers,2016-05-17 10:06:41.185336,complete,User_10,Workflow,New credit,Existing loan takeover,6000
12,A_Accepted,2016-05-17 10:06:42.209336,complete,User_10,Application,New credit,Existing loan takeover,12500
2,A_Complete,2016-05-17 10:06:43.755336,complete,User_10,Application,New credit,Existing loan takeover,6000
12,O_Create Offer,2016-05-17 10:06:44.218336,complete,User_10,Offer,New credit,Existing loan takeover,12500
2,O_Sent (mail and online),2016-05-17 10:06:44.219336,complete,User_10,Offer,New credit,Existing loan takeover,6000
12,O_Created,2016-05-17 10:06:44.308336,complete,User_10,Offer,New credit,Existing loan takeover,12500
2,O_Create Offer,2016-05-17 10:06:44.771336,complete,User_10,Offer,New credit,Existing loan takeover,6000
12,W_Call after offers,2016-05-17 10:06:45.465147,start,User_10,Workflow,New credit,Existing loan takeover,12500
15,W_Handle leads,2016-05-17 10:07:34.219369,complete,User_104,Workflow,New credit,Existing loan takeover,28000
15,A_Concept,2016-05-17 10:07:34.223369,complete,User_1,Application,New credit,Existing loan takeover,28000
6,W_Handle leads,2016-05-17 10:08:11.348795,complete,User_108,Workflow,New credit,Car,10500
9,A_Complete,2016-05-17 10:08:12.894795,complete,User_108,Application,New credit,Car,10000
6,W_Complete application,2016-05-17 10:08:12.966729,start,User_108,Workflow,New credit,Car,10500
16,W_Complete application,2016-05-17 10:09:09.985451,complete,User_132,Workflow,New credit,Remaining debt home,25000
10,O_Sent (mail and online),2016-05-17 10:09:09.986451,complete,User_132,Offer,New credit,Remaining debt home,7000
16,A_Concept,2016-05-17 10:09:09.989451,complete,User_1,Application,New credit,Remaining debt home,25000
10,O_Create Offer,2016-05-17 10:09:10.449451,complete,User_132,Offer,New credit,Remaining debt home,7000
16,A_Accepted,2016-05-17 10:09:11.473451,complete,User_132,Application,New credit,Remaining debt home,25000
10,O_Created,2016-05-17 10:09:11.562451,complete,User_132,Offer,New credit,Remaining debt home,7000
16,O_Create Offer,2016-05-17 10:09:12.025451,complete,User_132,Offer,New credit,Remaining debt home,25000
16,O_Created,2016-05-17 10:09:12.114451,complete,User_132,Offer,New credit,Remaining debt home,25000
12,W_Call after offers,2016-05-17 10:10:38.476333,complete,User_10,Workflow,New credit,Existing loan takeover,12500
2,O_Created,2016-05-17 10:10:38.565333,complete,User_10,Offer,New credit,Existing loan takeover,6000
12,O_Sent (mail and online),2016-05-17 10:10:38.566333,complete,User_10,Offer,New credit,Existing loan takeover,12500
2,O_Cancelled,2016-05-17 10:10:38.566333,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:10:38.567333,complete,User_1,Offer,New credit,Existing loan takeover,6000
12,A_Complete,2016-05-17 10:10:40.112333,complete,User_10,Application,New credit,Existing loan takeover,12500
2,O_Create Offer,2016-05-17 10:10:40.575333,complete,User_10,Offer,New credit,Existing loan takeover,6000
12,O_Create Offer,2016-05-17 10:10:41.038333,complete,User_10,Offer,New credit,Existing loan takeover,12500
2,O_Created,2016-05-17 10:10:41.127333,complete,User_10,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:10:41.128333,complete,User_1,Offer,New credit,Existing loan takeover,6000
12,O_Created,2016-05-17 10:10:41.216333,complete,User_10,Offer,New credit,Existing loan takeover,12500
12,W_Call after offers,2016-05-17 10:10:42.049646,start,User_10,Workflow,New credit,Existing loan takeover,12500
13,W_Complete application,2016-05-17 10:13:30.336656,complete,User_17,Workflow,New credit,Caravan / Camper,22500
14,W_Handle leads,2016-05-17 10:13:30.516310,start,User_17,Workflow,Limit raise,Home improvement,26000
17,A_Create Application,2016-05-17 10:13:37.740312,complete,User_1,Application,New credit,"Other, see explanation",19000
17,A_Submitted,2016-05-17 10:13:37.838312,complete,User_1,Application,New credit,"Other, see explanation",19000
17,W_Handle leads,2016-05-17 10:13:38.211337,start,User_132,Workflow,New credit,"Other, see explanation",19000
1,W_Validate application,2016-05-17 10:14:10.668961,complete,User_101,Workflow,New credit,Existing loan takeover,10000
10,W_Call after offers,2016-05-17 10:14:11.448155,start,User_101,Workflow,New credit,Remaining debt home,7000
1,A_Validating,2016-05-17 10:14:11.822961,complete,User_107,Application,New credit,Existing loan takeover,10000
1,O_Returned,2016-05-17 10:14:13.347961,complete,User_107,Offer,New credit,Existing loan takeover,10000
11,W_Complete application,2016-05-17 10:14:58.966756,complete,User_16,Workflow,New credit,Car,31000
11,A_Concept,2016-05-17 10:14:58.970756,complete,User_1,Application,New credit,Car,31000
17,W_Handle leads,2016-05-17 10:15:24.890729,complete,User_132,Workflow,New credit,"Other, see explanation",19000
11,A_Accepted,2016-05-17 10:15:25.914729,complete,User_132,Application,New credit,Car,31000
17,W_Complete application,2016-05-17 10:15:26.339927,start,User_132,Workflow,New credit,"Other, see explanation",19000
12,W_Call after offers,2016-05-17 10:15:45.488138,complete,User_10,Workflow,New credit,Existing loan takeover,12500
13,A_Accepted,2016-05-17 10:15:46.512138,complete,User_10,Application,New credit,Caravan / Camper,22500
12,O_Sent (mail and online),2016-05-17 10:15:46.513138,complete,User_10,Offer,New credit,Existing loan takeover,12500
13,O_Create Offer,2016-05-17 10:15:46.976138,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,A_Complete,2016-05-17 10:15:48.522138,complete,User_10,Application,New credit,Existing loan takeover,12500
13,O_Created,2016-05-17 10:15:48.611138,complete,User_10,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:15:48.612138,complete,User_1,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:15:48.613138,complete,User_1,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:15:48.614138,complete,User_1,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:15:48.615138,complete,User_1,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:15:48.616138,complete,User_1,Offer,New credit,Caravan / Camper,22500
14,W_Handle leads,2016-05-17 10:15:48.627833,complete,User_17,Workflow,Limit raise,Home improvement,26000
14,A_Concept,2016-05-17 10:15:48.631833,complete,User_1,Application,Limit raise,Home improvement,26000
12,O_Create Offer,2016-05-17 10:15:49.074138,complete,User_10,Offer,New credit,Existing loan takeover,12500
14,W_Complete application,2016-05-17 10:15:49.302384,start,User_14,Workflow,Limit raise,Home improvement,26000
13,O_Create Offer,2016-05-17 10:15:49.537138,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,O_Created,2016-05-17 10:15:49.626138,complete,User_10,Offer,New credit,Existing loan takeover,12500
13,O_Created,2016-05-17 10:15:49.715138,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,O_Sent (mail and online),2016-05-17 10:15:49.716138,complete,User_10,Offer,New credit,Existing loan takeover,12500
13,W_Call after offers,2016-05-17 10:15:50.437885,start,User_10,Workflow,New credit,Caravan / Camper,22500
10,W_Call after offers,2016-05-17 10:16:05.983994,complete,User_101,Workflow,New credit,Remaining debt home,7000
18,A_Create Application,2016-05-17 10:16:45.736354,complete,User_1,Application,New credit,Home improvement,9000
18,A_Submitted,2016-05-17 10:16:45.834354,complete,User_1,Application,New credit,Home improvement,9000
18,W_Handle leads,2016-05-17 10:16:46.108996,start,User_16,Workflow,New credit,Home improvement,9000
18,W_Handle leads,2016-05-17 10:17:21.260006,complete,User_16,Workflow,New credit,Home improvement,9000
18,W_Complete application,2016-05-17 10:17:21.682595,start,User_16,Workflow,New credit,Home improvement,9000
13,W_Call after offers,2016-05-17 10:18:27.479961,complete,User_10,Workflow,New credit,Caravan / Camper,22500
12,W_Call after offers,2016-05-17 10:18:27.762082,start,User_10,Workflow,New credit,Existing loan takeover,12500
12,W_Call after offers,2016-05-17 10:19:50.887261,complete,User_10,Workflow,New credit,Existing loan takeover,12500
13,A_Complete,2016-05-17 10:19:52.433261,complete,User_10,Application,New credit,Caravan / Camper,22500
12,A_Complete,2016-05-17 10:19:53.979261,complete,User_10,Application,New credit,Existing loan takeover,12500
13,O_Sent (mail and online),2016-05-17 10:19:53.980261,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,A_Cancelled,2016-05-17 10:19:53.995261,complete,User_1,Application,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:19:53.996261,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:19:53.997261,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:19:53.998261,complete,User_1,Offer,New credit,Existing loan takeover,12500
12,O_Cancelled,2016-05-17 10:19:53.999261,complete,User_1,Offer,New credit,Existing loan takeover,12500
13,O_Create Offer,2016-05-17 10:19:54.443261,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,O_Create Offer,2016-05-17 10:19:54.906261,complete,User_10,Offer,New credit,Existing loan takeover,12500
13,O_Created,2016-05-17 10:19:54.995261,complete,User_10,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:19:54.996261,complete,User_1,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 10:19:54.997261,complete,User_1,Offer,New credit,Caravan / Camper,22500
12,O_Created,2016-05-17 10:19:55.084261,complete,User_10,Offer,New credit,Existing loan takeover,12500
13,O_Create Offer,2016-05-17 10:19:55.547261,complete,User_10,Offer,New credit,Caravan / Camper,22500
12,W_Call after offers,2016-05-17 10:19:55.871857,start,User_10,Workflow,New credit,Existing loan takeover,12500
6,W_Complete application,2016-05-17 10:20:24.830768,complete,User_108,Workflow,New credit,Car,10500
9,O_Sent (mail and online),2016-05-17 10:20:24.831768,complete,User_108,Offer,New credit,Car,10000
6,A_Concept,2016-05-17 10:20:24.834768,complete,User_1,Application,New credit,Car,10500
9,O_Create Offer,2016-05-17 10:20:25.294768,complete,User_108,Offer,New credit,Car,10000
