case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,EventOrigin,case:ApplicationType,case:LoanGoal,case:RequestedAmount
12,A_Concept,2016-05-17 09:56:38.273283,complete,User_11,Application,New credit,Existing loan takeover,12500
12,W_Complete application,2016-05-17 09:56:38.442303,start,User_104,Workflow,New credit,Existing loan takeover,12500
13,W_Handle leads,2016-05-17 09:57:03.935692,complete,User_8,Workflow,New credit,Caravan / Camper,22500
13,A_Concept,2016-05-17 09:57:03.939692,complete,User_31,Application,New credit,Caravan / Camper,22500
13,W_Complete application,2016-05-17 09:57:04.624878,start,User_43,Workflow,New credit,Caravan / Camper,22500
15,A_Create Application,2016-05-17 09:58:44.361635,complete,User_60,Application,New credit,Existing loan takeover,28000
15,A_Submitted,2016-05-17 09:58:44.459635,complete,User_1,Application,New credit,Existing loan takeover,28000
15,W_Handle leads,2016-05-17 09:58:45.093277,start,User_72,Workflow,New credit,Existing loan takeover,28000
14,W_Handle leads,2016-05-17 09:59:45.773362,complete,User_6,Workflow,Limit raise,Home improvement,26000
14,A_Concept,2016-05-17 09:59:45.777362,complete,User_36,Application,Limit raise,Home improvement,26000
14,W_Complete application,2016-05-17 09:59:46.252304,start,User_21,Workflow,Limit raise,Home improvement,26000
15,W_Handle leads,2016-05-17 10:01:59.297790,complete,User_72,Workflow,New credit,Existing loan takeover,28000
15,A_Concept,2016-05-17 10:01:59.301790,complete,User_25,Application,New credit,Existing loan takeover,28000
15,W_Complete application,2016-05-17 10:01:59.386228,start,User_28,Workflow,New credit,Existing loan takeover,28000
1,W_Complete application,2016-05-17 10:43:10.714043,complete,User_62,Workflow,New credit,Existing loan takeover,10000
1,A_Accepted,2016-05-17 10:43:11.738043,complete,User_5,Application,New credit,Existing loan takeover,10000
1,O_Create Offer,2016-05-17 10:43:12.201043,complete,User_55,Offer,New credit,Existing loan takeover,10000
1,O_Created,2016-05-17 10:43:12.290043,complete,User_72,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:43:12.291043,complete,User_90,Offer,New credit,Existing loan takeover,10000
1,O_Create Offer,2016-05-17 10:43:12.754043,complete,User_132,Offer,New credit,Existing loan takeover,10000
1,O_Created,2016-05-17 10:43:12.843043,complete,User_78,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:43:12.844043,complete,User_93,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:43:12.845043,complete,User_87,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:43:12.846043,complete,User_1,Offer,New credit,Existing loan takeover,10000
1,O_Create Offer,2016-05-17 10:43:13.309043,complete,User_6,Offer,New credit,Existing loan takeover,10000
1,O_Created,2016-05-17 10:43:13.398043,complete,User_17,Offer,New credit,Existing loan takeover,10000
1,O_Cancelled,2016-05-17 10:43:13.399043,complete,User_29,Offer,New credit,Existing loan takeover,10000
1,O_Create Offer,2016-05-17 10:43:13.862043,complete,User_23,Offer,New credit,Existing loan takeover,10000
1,O_Created,2016-05-17 10:43:13.951043,complete,User_25,Offer,New credit,Existing loan takeover,10000
1,O_Sent (mail and online),2016-05-17 10:43:13.952043,complete,User_31,Offer,New credit,Existing loan takeover,10000
1,A_Complete,2016-05-17 10:43:15.498043,complete,User_73,Application,New credit,Existing loan takeover,10000
1,W_Call after offers,2016-05-17 10:43:15.569453,start,User_5,Workflow,New credit,Existing loan takeover,10000
2,W_Complete application,2016-05-17 10:44:22.434512,complete,User_41,Workflow,New credit,Existing loan takeover,6000
2,A_Accepted,2016-05-17 10:44:23.458512,complete,User_71,Application,New credit,Existing loan takeover,6000
2,O_Create Offer,2016-05-17 10:44:23.921512,complete,User_3,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 10:44:24.010512,complete,User_36,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:44:24.011512,complete,User_115,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 10:44:24.012512,complete,User_107,Offer,New credit,Existing loan takeover,6000
2,O_Create Offer,2016-05-17 10:44:24.475512,complete,User_17,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 10:44:24.564512,complete,User_14,Offer,New credit,Existing loan takeover,6000
2,O_Sent (mail and online),2016-05-17 10:44:24.565512,complete,User_67,Offer,New credit,Existing loan takeover,6000
2,A_Complete,2016-05-17 10:44:26.111512,complete,User_72,Application,New credit,Existing loan takeover,6000
2,W_Call after offers,2016-05-17 10:44:26.881887,start,User_74,Workflow,New credit,Existing loan takeover,6000
3,W_Complete application,2016-05-17 10:52:07.830381,complete,User_69,Workflow,New credit,Car,20000
3,A_Accepted,2016-05-17 10:52:08.854381,complete,User_17,Application,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:52:09.317381,complete,User_67,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:52:09.406381,complete,User_31,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.407381,complete,User_93,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.408381,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.409381,complete,User_102,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.410381,complete,User_75,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.411381,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:52:09.874381,complete,User_97,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:52:09.963381,complete,User_72,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:09.964381,complete,User_29,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:52:10.427381,complete,User_14,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:52:10.516381,complete,User_78,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:10.517381,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:52:10.518381,complete,User_75,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:52:10.981381,complete,User_42,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:52:11.070381,complete,User_4,Offer,New credit,Car,20000
3,O_Sent (mail and online),2016-05-17 10:52:11.071381,complete,User_9,Offer,New credit,Car,20000
3,A_Complete,2016-05-17 10:52:12.617381,complete,User_25,Application,New credit,Car,20000
3,W_Call after offers,2016-05-17 10:52:13.077326,start,User_30,Workflow,New credit,Car,20000
4,W_Complete application,2016-05-17 10:53:00.895043,complete,User_96,Workflow,New credit,Car,40500
4,A_Accepted,2016-05-17 10:53:01.919043,complete,User_49,Application,New credit,Car,40500
4,O_Create Offer,2016-05-17 10:53:02.382043,complete,User_49,Offer,New credit,Car,40500
4,O_Created,2016-05-17 10:53:02.471043,complete,User_69,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 10:53:02.472043,complete,User_95,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 10:53:02.473043,complete,User_83,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 10:53:02.474043,complete,User_75,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 10:53:02.937043,complete,User_11,Offer,New credit,Car,40500
4,O_Created,2016-05-17 10:53:03.026043,complete,User_85,Offer,New credit,Car,40500
4,O_Cancelled,2016-05-17 10:53:03.027043,complete,User_109,Offer,New credit,Car,40500
4,O_Create Offer,2016-05-17 10:53:03.490043,complete,User_42,Offer,New credit,Car,40500
4,O_Created,2016-05-17 10:53:03.579043,complete,User_50,Offer,New credit,Car,40500
4,O_Sent (mail and online),2016-05-17 10:53:03.580043,complete,User_3,Offer,New credit,Car,40500
4,A_Complete,2016-05-17 10:53:05.126043,complete,User_3,Application,New credit,Car,40500
4,W_Call after offers,2016-05-17 10:53:05.934427,start,User_69,Workflow,New credit,Car,40500
16,A_Create Application,2016-05-17 11:04:09.166066,complete,User_40,Application,New credit,"Other, see explanation",13000
16,A_Submitted,2016-05-17 11:04:09.264066,complete,User_1,Application,New credit,"Other, see explanation",13000
16,W_Handle leads,2016-05-17 11:04:09.359217,start,User_63,Workflow,New credit,"Other, see explanation",13000
17,A_Create Application,2016-05-17 11:05:08.353427,complete,User_36,Application,New credit,Unknown,6500
17,A_Submitted,2016-05-17 11:05:08.451427,complete,User_1,Application,New credit,Unknown,6500
17,W_Handle leads,2016-05-17 11:05:09.348415,start,User_94,Workflow,New credit,Unknown,6500
5,W_Complete application,2016-05-17 11:05:55.431849,complete,User_47,Workflow,New credit,"Other, see explanation",35000
5,A_Accepted,2016-05-17 11:05:56.455849,complete,User_88,Application,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:05:56.918849,complete,User_72,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:05:57.007849,complete,User_60,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:05:57.008849,complete,User_68,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:05:57.471849,complete,User_77,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:05:57.560849,complete,User_6,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:05:57.561849,complete,User_101,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:05:58.024849,complete,User_60,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:05:58.113849,complete,User_8,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:05:58.114849,complete,User_29,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:05:58.577849,complete,User_65,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:05:58.666849,complete,User_6,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:05:58.667849,complete,User_102,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:05:59.130849,complete,User_14,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:05:59.219849,complete,User_73,Offer,New credit,"Other, see explanation",35000
5,O_Sent (mail and online),2016-05-17 11:05:59.220849,complete,User_3,Offer,New credit,"Other, see explanation",35000
5,A_Complete,2016-05-17 11:06:00.766849,complete,User_3,Application,New credit,"Other, see explanation",35000
5,W_Call after offers,2016-05-17 11:06:01.115878,start,User_136,Workflow,New credit,"Other, see explanation",35000
16,W_Handle leads,2016-05-17 11:07:23.563730,complete,User_63,Workflow,New credit,"Other, see explanation",13000
16,A_Concept,2016-05-17 11:07:23.567730,complete,User_23,Application,New credit,"Other, see explanation",13000
16,W_Complete application,2016-05-17 11:07:24.469678,start,User_39,Workflow,New credit,"Other, see explanation",13000
6,W_Complete application,2016-05-17 11:07:42.008113,complete,User_66,Workflow,New credit,Car,10500
6,A_Accepted,2016-05-17 11:07:43.032113,complete,User_11,Application,New credit,Car,10500
6,O_Create Offer,2016-05-17 11:07:43.495113,complete,User_132,Offer,New credit,Car,10500
6,O_Created,2016-05-17 11:07:43.584113,complete,User_42,Offer,New credit,Car,10500
6,O_Sent (mail and online),2016-05-17 11:07:43.585113,complete,User_36,Offer,New credit,Car,10500
6,A_Complete,2016-05-17 11:07:45.131113,complete,User_36,Application,New credit,Car,10500
6,W_Call after offers,2016-05-17 11:07:45.578501,start,User_4,Workflow,New credit,Car,10500
7,W_Complete application,2016-05-17 11:08:10.041895,complete,User_54,Workflow,New credit,Existing loan takeover,3000
7,A_Accepted,2016-05-17 11:08:11.065895,complete,User_65,Application,New credit,Existing loan takeover,3000
7,O_Create Offer,2016-05-17 11:08:11.528895,complete,User_10,Offer,New credit,Existing loan takeover,3000
7,O_Created,2016-05-17 11:08:11.617895,complete,User_8,Offer,New credit,Existing loan takeover,3000
7,O_Sent (mail and online),2016-05-17 11:08:11.618895,complete,User_20,Offer,New credit,Existing loan takeover,3000
7,A_Complete,2016-05-17 11:08:13.164895,complete,User_63,Application,New credit,Existing loan takeover,3000
7,W_Call after offers,2016-05-17 11:08:13.604418,start,User_50,Workflow,New credit,Existing loan takeover,3000
17,W_Handle leads,2016-05-17 11:08:23.552928,complete,User_94,Workflow,New credit,Unknown,6500
17,A_Concept,2016-05-17 11:08:23.556928,complete,User_17,Application,New credit,Unknown,6500
17,W_Complete application,2016-05-17 11:08:24.434722,start,User_96,Workflow,New credit,Unknown,6500
8,W_Complete application,2016-05-17 11:10:59.475437,complete,User_16,Workflow,Limit raise,Home improvement,20500
8,A_Accepted,2016-05-17 11:11:00.499437,complete,User_9,Application,Limit raise,Home improvement,20500
8,O_Create Offer,2016-05-17 11:11:00.962437,complete,User_25,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 11:11:01.051437,complete,User_73,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:01.052437,complete,User_75,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:01.053437,complete,User_99,Offer,Limit raise,Home improvement,20500
8,O_Create Offer,2016-05-17 11:11:01.516437,complete,User_14,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 11:11:01.605437,complete,User_62,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:01.606437,complete,User_101,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:01.607437,complete,User_102,Offer,Limit raise,Home improvement,20500
8,O_Create Offer,2016-05-17 11:11:02.070437,complete,User_36,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 11:11:02.159437,complete,User_36,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:02.160437,complete,User_75,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:02.161437,complete,User_102,Offer,Limit raise,Home improvement,20500
8,O_Create Offer,2016-05-17 11:11:02.624437,complete,User_25,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 11:11:02.713437,complete,User_85,Offer,Limit raise,Home improvement,20500
8,O_Cancelled,2016-05-17 11:11:02.714437,complete,User_100,Offer,Limit raise,Home improvement,20500
8,O_Create Offer,2016-05-17 11:11:03.177437,complete,User_57,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 11:11:03.266437,complete,User_6,Offer,Limit raise,Home improvement,20500
8,O_Sent (mail and online),2016-05-17 11:11:03.267437,complete,User_36,Offer,Limit raise,Home improvement,20500
8,A_Complete,2016-05-17 11:11:04.813437,complete,User_42,Application,Limit raise,Home improvement,20500
8,W_Call after offers,2016-05-17 11:11:04.959829,start,User_57,Workflow,Limit raise,Home improvement,20500
9,W_Complete application,2016-05-17 11:11:07.028119,complete,User_37,Workflow,New credit,Car,10000
9,A_Accepted,2016-05-17 11:11:08.052119,complete,User_47,Application,New credit,Car,10000
9,O_Create Offer,2016-05-17 11:11:08.515119,complete,User_37,Offer,New credit,Car,10000
9,O_Created,2016-05-17 11:11:08.604119,complete,User_88,Offer,New credit,Car,10000
9,O_Sent (mail and online),2016-05-17 11:11:08.605119,complete,User_23,Offer,New credit,Car,10000
9,A_Complete,2016-05-17 11:11:10.151119,complete,User_54,Application,New credit,Car,10000
9,W_Call after offers,2016-05-17 11:11:11.135108,start,User_11,Workflow,New credit,Car,10000
10,W_Complete application,2016-05-17 11:12:21.592659,complete,User_34,Workflow,New credit,Remaining debt home,7000
10,A_Accepted,2016-05-17 11:12:22.616659,complete,User_17,Application,New credit,Remaining debt home,7000
10,O_Create Offer,2016-05-17 11:12:23.079659,complete,User_10,Offer,New credit,Remaining debt home,7000
10,O_Created,2016-05-17 11:12:23.168659,complete,User_31,Offer,New credit,Remaining debt home,7000
10,O_Cancelled,2016-05-17 11:12:23.169659,complete,User_1,Offer,New credit,Remaining debt home,7000
10,O_Create Offer,2016-05-17 11:12:23.632659,complete,User_12,Offer,New credit,Remaining debt home,7000
10,O_Created,2016-05-17 11:12:23.721659,complete,User_20,Offer,New credit,Remaining debt home,7000
10,O_Sent (mail and online),2016-05-17 11:12:23.722659,complete,User_77,Offer,New credit,Remaining debt home,7000
10,A_Complete,2016-05-17 11:12:25.268659,complete,User_71,Application,New credit,Remaining debt home,7000
10,W_Call after offers,2016-05-17 11:12:25.400261,start,User_78,Workflow,New credit,Remaining debt home,7000
11,W_Complete application,2016-05-17 11:21:13.866960,complete,User_86,Workflow,New credit,Car,31000
11,A_Accepted,2016-05-17 11:21:14.890960,complete,User_132,Application,New credit,Car,31000
11,O_Create Offer,2016-05-17 11:21:15.353960,complete,User_72,Offer,New credit,Car,31000
11,O_Created,2016-05-17 11:21:15.442960,complete,User_73,Offer,New credit,Car,31000
11,O_Cancelled,2016-05-17 11:21:15.443960,complete,User_29,Offer,New credit,Car,31000
11,O_Create Offer,2016-05-17 11:21:15.906960,complete,User_9,Offer,New credit,Car,31000
11,O_Created,2016-05-17 11:21:15.995960,complete,User_48,Offer,New credit,Car,31000
11,O_Cancelled,2016-05-17 11:21:15.996960,complete,User_83,Offer,New credit,Car,31000
11,O_Cancelled,2016-05-17 11:21:15.997960,complete,User_1,Offer,New credit,Car,31000
11,O_Create Offer,2016-05-17 11:21:16.460960,complete,User_97,Offer,New credit,Car,31000
11,O_Created,2016-05-17 11:21:16.549960,complete,User_16,Offer,New credit,Car,31000
11,O_Cancelled,2016-05-17 11:21:16.550960,complete,User_115,Offer,New credit,Car,31000
11,O_Create Offer,2016-05-17 11:21:17.013960,complete,User_14,Offer,New credit,Car,31000
11,O_Created,2016-05-17 11:21:17.102960,complete,User_8,Offer,New credit,Car,31000
11,O_Cancelled,2016-05-17 11:21:17.103960,complete,User_106,Offer,New credit,Car,31000
11,O_Create Offer,2016-05-17 11:21:17.566960,complete,User_53,Offer,New credit,Car,31000
11,O_Created,2016-05-17 11:21:17.655960,complete,User_132,Offer,New credit,Car,31000
11,O_Sent (mail and online),2016-05-17 11:21:17.656960,complete,User_66,Offer,New credit,Car,31000
11,A_Complete,2016-05-17 11:21:19.202960,complete,User_63,Application,New credit,Car,31000
11,W_Call after offers,2016-05-17 11:21:19.510657,start,User_49,Workflow,New credit,Car,31000
12,W_Complete application,2016-05-17 11:21:34.049777,complete,User_104,Workflow,New credit,Existing loan takeover,12500
12,A_Accepted,2016-05-17 11:21:35.073777,complete,User_23,Application,New credit,Existing loan takeover,12500
12,O_Create Offer,2016-05-17 11:21:35.536777,complete,User_62,Offer,New credit,Existing loan takeover,12500
12,O_Created,2016-05-17 11:21:35.625777,complete,User_94,Offer,New credit,Existing loan takeover,12500
12,O_Sent (mail and online),2016-05-17 11:21:35.626777,complete,User_72,Offer,New credit,Existing loan takeover,12500
12,A_Complete,2016-05-17 11:21:37.172777,complete,User_66,Application,New credit,Existing loan takeover,12500
12,W_Call after offers,2016-05-17 11:21:37.832174,start,User_10,Workflow,New credit,Existing loan takeover,12500
13,W_Complete application,2016-05-17 11:22:00.232352,complete,User_43,Workflow,New credit,Caravan / Camper,22500
13,A_Accepted,2016-05-17 11:22:01.256352,complete,User_53,Application,New credit,Caravan / Camper,22500
13,O_Create Offer,2016-05-17 11:22:01.719352,complete,User_25,Offer,New credit,Caravan / Camper,22500
13,O_Created,2016-05-17 11:22:01.808352,complete,User_14,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 11:22:01.809352,complete,User_102,Offer,New credit,Caravan / Camper,22500
13,O_Create Offer,2016-05-17 11:22:02.272352,complete,User_17,Offer,New credit,Caravan / Camper,22500
13,O_Created,2016-05-17 11:22:02.361352,complete,User_16,Offer,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 11:22:02.362352,complete,User_75,Offer,New credit,Caravan / Camper,22500
13,O_Create Offer,2016-05-17 11:22:02.825352,complete,User_22,Offer,New credit,Caravan / Camper,22500
13,O_Created,2016-05-17 11:22:02.914352,complete,User_48,Offer,New credit,Caravan / Camper,22500
13,O_Sent (mail and online),2016-05-17 11:22:02.915352,complete,User_48,Offer,New credit,Caravan / Camper,22500
13,A_Complete,2016-05-17 11:22:04.461352,complete,User_40,Application,New credit,Caravan / Camper,22500
13,W_Call after offers,2016-05-17 11:22:04.949665,start,User_86,Workflow,New credit,Caravan / Camper,22500
