Resource,DayId,StartTime,EndTime,BreakStart,DurationMin
User_18,2,09:00:00,17:00:00,13:00:00,88
User_18,3,09:00:00,17:00:00,13:00:00,73
User_18,4,09:00:00,17:00:00,13:00:00,75
User_18,5,09:00:00,17:00:00,13:00:00,75
User_19,0,09:00:00,17:00:00,13:00:00,74
User_19,1,09:00:00,17:00:00,13:00:00,73
User_19,2,09:00:00,17:00:00,13:00:00,63
User_19,3,09:00:00,17:00:00,13:00:00,73
User_19,4,09:00:00,17:00:00,13:00:00,69
User_19,5,09:00:00,17:00:00,13:00:00,72
User_20,0,09:00:00,17:00:00,13:00:00,76
User_20,1,09:00:00,17:00:00,13:00:00,73
User_20,2,09:00:00,17:00:00,13:00:00,84
User_20,3,09:00:00,17:00:00,13:00:00,56
User_20,4,09:00:00,17:00:00,13:00:00,103
User_21,0,09:00:00,17:00:00,13:00:00,93
User_21,1,09:00:00,17:00:00,13:00:00,108
User_21,2,09:00:00,17:00:00,13:00:00,94
User_21,3,09:00:00,17:00:00,13:00:00,58
User_21,4,09:00:00,17:00:00,13:00:00,96
User_21,5,09:00:00,17:00:00,13:00:00,93
User_21,6,09:00:00,17:00:00,13:00:00,44
User_22,0,09:00:00,17:00:00,13:00:00,56
User_22,1,09:00:00,17:00:00,13:00:00,52
User_22,2,09:00:00,17:00:00,13:00:00,68
User_22,3,09:00:00,17:00:00,13:00:00,69
User_22,4,09:00:00,17:00:00,13:00:00,34
User_22,5,09:00:00,17:00:00,13:00:00,38
User_23,0,09:00:00,17:00:00,13:00:00,101
User_23,1,09:00:00,17:00:00,13:00:00,70
User_23,2,09:00:00,17:00:00,13:00:00,75
User_23,3,09:00:00,17:00:00,13:00:00,66
User_23,4,09:00:00,17:00:00,13:00:00,71
User_23,5,09:00:00,17:00:00,13:00:00,92
User_24,0,09:00:00,17:00:00,13:00:00,78
User_24,1,09:00:00,17:00:00,13:00:00,95
User_24,2,09:00:00,17:00:00,13:00:00,84
User_24,3,09:00:00,17:00:00,13:00:00,74
User_24,4,09:00:00,17:00:00,13:00:00,1
User_24,5,09:00:00,17:00:00,13:00:00,72
User_25,0,09:00:00,17:00:00,13:00:00,73
User_25,1,09:00:00,17:00:00,13:00:00,94
User_25,2,09:00:00,17:00:00,13:00:00,64
User_25,3,09:00:00,17:00:00,13:00:00,77
User_25,4,09:00:00,17:00:00,00:00:00,0
User_26,0,09:00:00,17:00:00,13:00:00,96
User_26,1,09:00:00,17:00:00,13:00:00,97
User_26,2,09:00:00,17:00:00,13:00:00,88
User_26,3,09:00:00,17:00:00,13:00:00,82
User_26,4,09:00:00,17:00:00,13:00:00,56
User_26,5,09:00:00,17:00:00,13:00:00,82
User_27,0,09:00:00,17:00:00,13:00:00,67
User_27,1,09:00:00,17:00:00,13:00:00,75
User_27,2,09:00:00,17:00:00,13:00:00,59
User_27,3,09:00:00,17:00:00,13:00:00,75
User_27,4,09:00:00,17:00:00,13:00:00,78
User_27,5,09:00:00,17:00:00,13:00:00,54
User_28,0,09:00:00,17:00:00,13:00:00,76
User_28,1,09:00:00,17:00:00,13:00:00,90
User_28,2,09:00:00,17:00:00,13:00:00,71
User_28,3,09:00:00,17:00:00,13:00:00,93
User_28,4,09:00:00,17:00:00,13:00:00,72
User_28,5,09:00:00,17:00:00,13:00:00,94
User_28,6,09:00:00,17:00:00,13:00:00,16
User_29,0,09:00:00,17:00:00,13:00:00,75
User_29,1,09:00:00,17:00:00,13:00:00,85
User_29,2,09:00:00,17:00:00,13:00:00,83
User_29,3,09:00:00,17:00:00,13:00:00,90
User_29,4,09:00:00,17:00:00,13:00:00,73
User_29,5,09:00:00,17:00:00,13:00:00,60
User_29,6,09:00:00,17:00:00,13:00:00,37
User_30,0,09:00:00,17:00:00,13:00:00,66
User_30,1,09:00:00,17:00:00,13:00:00,84
User_30,2,09:00:00,17:00:00,13:00:00,88
User_30,3,09:00:00,17:00:00,13:00:00,82
User_30,4,09:00:00,17:00:00,13:00:00,65
User_31,0,09:00:00,17:00:00,13:00:00,76
User_31,1,09:00:00,17:00:00,13:00:00,116
User_31,2,09:00:00,17:00:00,13:00:00,83
User_31,3,09:00:00,17:00:00,13:00:00,70
User_31,4,09:00:00,17:00:00,13:00:00,83
User_31,5,09:00:00,17:00:00,13:00:00,140
User_32,0,09:00:00,17:00:00,13:00:00,65
User_32,1,09:00:00,17:00:00,13:00:00,98
User_32,2,09:00:00,17:00:00,13:00:00,72
User_32,3,09:00:00,17:00:00,13:00:00,53
User_32,5,09:00:00,17:00:00,13:00:00,106
User_33,0,09:00:00,17:00:00,13:00:00,95
User_33,1,09:00:00,17:00:00,13:00:00,109
User_33,2,09:00:00,17:00:00,13:00:00,114
User_33,3,09:00:00,17:00:00,13:00:00,67
User_33,4,09:00:00,17:00:00,13:00:00,62
User_33,6,09:00:00,17:00:00,13:00:00,36
User_34,0,09:00:00,17:00:00,13:00:00,90
User_34,1,09:00:00,17:00:00,13:00:00,58
User_34,2,09:00:00,17:00:00,13:00:00,96
User_34,3,09:00:00,17:00:00,13:00:00,98
User_34,4,09:00:00,17:00:00,13:00:00,72
User_35,0,09:00:00,17:00:00,13:00:00,79
User_35,1,09:00:00,17:00:00,13:00:00,87
User_35,2,09:00:00,17:00:00,13:00:00,75
User_35,3,09:00:00,17:00:00,13:00:00,21
User_35,4,09:00:00,17:00:00,13:00:00,114
User_35,5,09:00:00,17:00:00,13:00:00,88
User_35,6,09:00:00,17:00:00,13:00:00,42
User_36,0,09:00:00,17:00:00,13:00:00,71
User_36,1,09:00:00,17:00:00,13:00:00,96
User_36,2,09:00:00,17:00:00,13:00:00,111
User_36,3,09:00:00,17:00:00,13:00:00,80
User_36,4,09:00:00,17:00:00,13:00:00,64
User_36,5,09:00:00,17:00:00,13:00:00,85
User_37,0,09:00:00,17:00:00,13:00:00,67
User_37,1,09:00:00,17:00:00,13:00:00,63
User_37,2,09:00:00,17:00:00,13:00:00,86
User_37,3,09:00:00,17:00:00,13:00:00,76
User_37,4,09:00:00,17:00:00,13:00:00,56
User_37,5,09:00:00,17:00:00,13:00:00,83
User_38,0,09:00:00,17:00:00,13:00:00,86
User_38,1,09:00:00,17:00:00,13:00:00,82
User_38,2,09:00:00,17:00:00,13:00:00,85
User_38,3,09:00:00,17:00:00,13:00:00,92
User_38,4,09:00:00,17:00:00,13:00:00,59
User_38,5,09:00:00,17:00:00,13:00:00,96
User_38,6,09:00:00,17:00:00,13:00:00,32
User_39,0,09:00:00,17:00:00,13:00:00,81
User_39,1,09:00:00,17:00:00,13:00:00,65
User_39,2,09:00:00,17:00:00,13:00:00,91
User_39,3,09:00:00,17:00:00,13:00:00,74
User_39,4,09:00:00,17:00:00,13:00:00,88
User_39,5,09:00:00,17:00:00,13:00:00,90
User_39,6,09:00:00,17:00:00,13:00:00,27
User_40,0,09:00:00,17:00:00,13:00:00,74
User_40,1,09:00:00,17:00:00,13:00:00,58
User_40,2,09:00:00,17:00:00,13:00:00,64
User_40,3,09:00:00,17:00:00,13:00:00,80
User_40,4,09:00:00,17:00:00,13:00:00,96
User_40,5,09:00:00,17:00:00,13:00:00,116
User_41,0,09:00:00,17:00:00,13:00:00,87
User_41,1,09:00:00,17:00:00,13:00:00,71
User_41,2,09:00:00,17:00:00,13:00:00,86
User_41,3,09:00:00,17:00:00,13:00:00,82
User_41,4,09:00:00,17:00:00,13:00:00,79
User_41,5,09:00:00,17:00:00,13:00:00,91
User_42,0,09:00:00,17:00:00,13:00:00,85
User_42,1,09:00:00,17:00:00,13:00:00,76
User_42,2,09:00:00,17:00:00,13:00:00,76
User_42,3,09:00:00,17:00:00,13:00:00,77
User_42,4,09:00:00,17:00:00,13:00:00,77
User_42,5,09:00:00,17:00:00,13:00:00,43
User_42,6,09:00:00,17:00:00,13:00:00,45
User_43,0,09:00:00,17:00:00,13:00:00,49
User_43,1,09:00:00,17:00:00,13:00:00,100
User_43,2,09:00:00,17:00:00,13:00:00,99
User_43,3,09:00:00,17:00:00,13:00:00,95
User_43,4,09:00:00,17:00:00,13:00:00,91
User_43,5,09:00:00,17:00:00,13:00:00,106
User_44,0,09:00:00,17:00:00,13:00:00,52
User_44,1,09:00:00,17:00:00,13:00:00,73
User_44,2,09:00:00,17:00:00,13:00:00,79
User_44,3,09:00:00,17:00:00,13:00:00,69
User_44,4,09:00:00,17:00:00,13:00:00,86
User_44,5,09:00:00,17:00:00,13:00:00,89
User_44,6,09:00:00,17:00:00,13:00:00,24
User_45,0,09:00:00,17:00:00,13:00:00,85
User_45,1,09:00:00,17:00:00,13:00:00,105
User_45,2,09:00:00,17:00:00,13:00:00,68
User_45,3,09:00:00,17:00:00,13:00:00,56
User_45,4,09:00:00,17:00:00,13:00:00,79
User_45,5,09:00:00,17:00:00,13:00:00,58
User_46,0,09:00:00,17:00:00,13:00:00,72
User_46,1,09:00:00,17:00:00,13:00:00,75
User_46,2,09:00:00,17:00:00,13:00:00,78
User_46,3,09:00:00,17:00:00,13:00:00,62
User_46,4,09:00:00,17:00:00,13:00:00,72
User_46,5,09:00:00,17:00:00,13:00:00,61
User_47,0,09:00:00,17:00:00,13:00:00,96
User_47,1,09:00:00,17:00:00,13:00:00,62
User_47,2,09:00:00,17:00:00,13:00:00,82
User_47,3,09:00:00,17:00:00,13:00:00,76
User_47,4,09:00:00,17:00:00,13:00:00,68
User_47,5,09:00:00,17:00:00,13:00:00,99
User_48,0,09:00:00,17:00:00,13:00:00,98
User_48,1,09:00:00,17:00:00,13:00:00,90
User_48,2,09:00:00,17:00:00,13:00:00,116
User_48,3,09:00:00,17:00:00,13:00:00,96
User_48,4,09:00:00,17:00:00,13:00:00,85
User_48,5,09:00:00,17:00:00,13:00:00,59
User_49,0,09:00:00,17:00:00,13:00:00,54
User_49,1,09:00:00,17:00:00,13:00:00,54
User_49,2,09:00:00,17:00:00,13:00:00,54
User_49,3,09:00:00,17:00:00,13:00:00,72
User_49,4,09:00:00,17:00:00,13:00:00,58
User_49,5,09:00:00,17:00:00,13:00:00,69
User_49,6,09:00:00,17:00:00,13:00:00,48
User_50,1,09:00:00,17:00:00,13:00:00,91
User_50,2,09:00:00,17:00:00,13:00:00,53
User_50,3,09:00:00,17:00:00,00:00:00,0
User_50,4,09:00:00,17:00:00,13:00:00,141
User_50,5,09:00:00,17:00:00,13:00:00,159
User_51,0,09:00:00,17:00:00,13:00:00,87
User_51,1,09:00:00,17:00:00,13:00:00,84
User_51,2,09:00:00,17:00:00,13:00:00,100
User_51,3,09:00:00,17:00:00,13:00:00,59
User_51,4,09:00:00,17:00:00,13:00:00,73
User_51,5,09:00:00,17:00:00,13:00:00,60
User_52,0,09:00:00,17:00:00,13:00:00,84
User_52,1,09:00:00,17:00:00,13:00:00,111
User_52,2,09:00:00,17:00:00,13:00:00,95
User_52,3,09:00:00,17:00:00,13:00:00,115
User_52,4,09:00:00,17:00:00,13:00:00,104
User_52,5,09:00:00,17:00:00,13:00:00,96
User_52,6,09:00:00,17:00:00,13:00:00,95
User_53,0,09:00:00,17:00:00,13:00:00,69
User_53,1,09:00:00,17:00:00,13:00:00,50
User_53,2,09:00:00,17:00:00,13:00:00,97
User_53,3,09:00:00,17:00:00,13:00:00,53
User_53,4,09:00:00,17:00:00,13:00:00,94
User_54,0,09:00:00,17:00:00,13:00:00,54
User_54,1,09:00:00,17:00:00,13:00:00,59
User_54,2,09:00:00,17:00:00,00:00:00,0
User_54,3,09:00:00,17:00:00,13:00:00,60
User_54,4,09:00:00,17:00:00,13:00:00,77
User_54,5,09:00:00,17:00:00,13:00:00,74
User_55,0,09:00:00,17:00:00,13:00:00,44
User_55,1,09:00:00,17:00:00,13:00:00,84
User_55,2,09:00:00,17:00:00,13:00:00,74
User_55,3,09:00:00,17:00:00,13:00:00,62
User_55,4,09:00:00,17:00:00,13:00:00,65
User_56,0,09:00:00,17:00:00,13:00:00,52
User_56,1,09:00:00,17:00:00,13:00:00,61
User_56,2,09:00:00,17:00:00,13:00:00,66
User_56,3,09:00:00,17:00:00,13:00:00,78
User_56,4,09:00:00,17:00:00,13:00:00,58
User_56,5,09:00:00,17:00:00,13:00:00,66
User_57,0,09:00:00,17:00:00,13:00:00,68
User_57,1,09:00:00,17:00:00,13:00:00,62
User_57,2,09:00:00,17:00:00,13:00:00,69
User_57,3,09:00:00,17:00:00,13:00:00,70
User_57,4,09:00:00,17:00:00,13:00:00,85
User_57,5,09:00:00,17:00:00,13:00:00,57
User_58,0,09:00:00,17:00:00,13:00:00,85
User_58,1,09:00:00,17:00:00,13:00:00,112
User_58,2,09:00:00,17:00:00,13:00:00,75
User_58,3,09:00:00,17:00:00,13:00:00,72
User_58,4,09:00:00,17:00:00,13:00:00,39
User_58,5,09:00:00,17:00:00,13:00:00,115
User_59,0,09:00:00,17:00:00,13:00:00,107
User_59,2,09:00:00,17:00:00,13:00:00,81
User_59,3,09:00:00,17:00:00,13:00:00,77
User_59,4,09:00:00,17:00:00,13:00:00,121
User_59,5,09:00:00,17:00:00,13:00:00,79
User_60,0,09:00:00,17:00:00,13:00:00,107
User_60,1,09:00:00,17:00:00,13:00:00,102
User_60,2,09:00:00,17:00:00,13:00:00,108
User_60,3,09:00:00,17:00:00,13:00:00,84
User_60,4,09:00:00,17:00:00,13:00:00,112
User_60,5,09:00:00,17:00:00,13:00:00,159
User_61,0,09:00:00,17:00:00,13:00:00,52
User_61,1,09:00:00,17:00:00,13:00:00,53
User_61,2,09:00:00,17:00:00,13:00:00,69
User_61,3,09:00:00,17:00:00,13:00:00,47
User_61,4,09:00:00,17:00:00,13:00:00,65
User_62,2,09:00:00,17:00:00,13:00:00,69
User_62,3,09:00:00,17:00:00,13:00:00,79
User_62,4,09:00:00,17:00:00,13:00:00,40
User_62,5,09:00:00,17:00:00,13:00:00,53
User_63,0,09:00:00,17:00:00,13:00:00,57
User_63,1,09:00:00,17:00:00,13:00:00,79
User_63,2,09:00:00,17:00:00,13:00:00,71
User_63,3,09:00:00,17:00:00,13:00:00,85
User_63,4,09:00:00,17:00:00,13:00:00,98
User_63,5,09:00:00,17:00:00,13:00:00,75
User_64,0,09:00:00,17:00:00,13:00:00,62
User_64,4,09:00:00,17:00:00,00:00:00,0
User_64,5,09:00:00,17:00:00,13:00:00,28
User_65,0,09:00:00,17:00:00,13:00:00,48
User_65,1,09:00:00,17:00:00,13:00:00,81
User_65,2,09:00:00,17:00:00,13:00:00,60
User_65,3,09:00:00,17:00:00,13:00:00,67
User_65,4,09:00:00,17:00:00,13:00:00,122
User_65,5,09:00:00,17:00:00,13:00:00,81
User_66,0,09:00:00,17:00:00,13:00:00,85
User_66,1,09:00:00,17:00:00,13:00:00,124
User_66,2,09:00:00,17:00:00,13:00:00,83
User_66,3,09:00:00,17:00:00,13:00:00,45
User_66,4,09:00:00,17:00:00,13:00:00,108
User_66,5,09:00:00,17:00:00,13:00:00,21
User_67,0,09:00:00,17:00:00,13:00:00,108
User_67,1,09:00:00,17:00:00,13:00:00,69
User_67,2,09:00:00,17:00:00,13:00:00,86
User_67,3,09:00:00,17:00:00,13:00:00,121
User_67,4,09:00:00,17:00:00,13:00:00,71
User_68,0,09:00:00,17:00:00,13:00:00,81
User_68,1,09:00:00,17:00:00,13:00:00,74
User_68,2,09:00:00,17:00:00,13:00:00,93
User_68,3,09:00:00,17:00:00,13:00:00,77
User_68,4,09:00:00,17:00:00,13:00:00,86
User_68,5,09:00:00,17:00:00,00:00:00,0
User_68,6,09:00:00,17:00:00,13:00:00,16
User_69,0,09:00:00,17:00:00,13:00:00,61
User_69,1,09:00:00,17:00:00,13:00:00,87
User_69,2,09:00:00,17:00:00,00:00:00,0
User_69,3,09:00:00,17:00:00,13:00:00,77
User_69,4,09:00:00,17:00:00,13:00:00,77
User_70,0,09:00:00,17:00:00,13:00:00,90
User_70,1,09:00:00,17:00:00,13:00:00,6
User_70,2,09:00:00,17:00:00,13:00:00,66
User_70,3,09:00:00,17:00:00,13:00:00,66
User_70,4,09:00:00,17:00:00,13:00:00,80
User_70,5,09:00:00,17:00:00,13:00:00,79
User_71,0,09:00:00,17:00:00,13:00:00,77
User_71,1,09:00:00,17:00:00,13:00:00,79
User_71,2,09:00:00,17:00:00,13:00:00,89
User_71,3,09:00:00,17:00:00,13:00:00,76
User_71,4,09:00:00,17:00:00,13:00:00,66
User_71,5,09:00:00,17:00:00,13:00:00,80
User_72,0,09:00:00,17:00:00,13:00:00,51
User_72,1,09:00:00,17:00:00,13:00:00,44
User_72,2,09:00:00,17:00:00,13:00:00,48
User_72,3,09:00:00,17:00:00,13:00:00,64
User_72,4,09:00:00,17:00:00,13:00:00,64
User_72,5,09:00:00,17:00:00,13:00:00,55
User_73,0,09:00:00,17:00:00,13:00:00,80
User_73,1,09:00:00,17:00:00,13:00:00,97
User_73,2,09:00:00,17:00:00,13:00:00,92
User_73,3,09:00:00,17:00:00,13:00:00,124
User_73,4,09:00:00,17:00:00,13:00:00,21
User_74,0,09:00:00,17:00:00,00:00:00,0
User_74,1,09:00:00,17:00:00,13:00:00,76
User_74,2,09:00:00,17:00:00,13:00:00,64
User_74,3,09:00:00,17:00:00,13:00:00,93
User_74,4,09:00:00,17:00:00,13:00:00,67
User_74,5,09:00:00,17:00:00,13:00:00,81
User_75,0,09:00:00,17:00:00,13:00:00,110
User_75,1,09:00:00,17:00:00,13:00:00,83
User_75,2,09:00:00,17:00:00,13:00:00,103
User_75,3,09:00:00,17:00:00,13:00:00,89
User_75,4,09:00:00,17:00:00,13:00:00,100
User_75,5,09:00:00,17:00:00,13:00:00,95
User_75,6,09:00:00,17:00:00,13:00:00,39
User_76,0,09:00:00,17:00:00,13:00:00,63
User_76,1,09:00:00,17:00:00,13:00:00,80
User_76,2,09:00:00,17:00:00,13:00:00,62
User_76,3,09:00:00,17:00:00,13:00:00,80
User_76,4,09:00:00,17:00:00,13:00:00,81
User_76,5,09:00:00,17:00:00,13:00:00,84
User_77,0,09:00:00,17:00:00,13:00:00,74
User_77,1,09:00:00,17:00:00,13:00:00,87
User_77,2,09:00:00,17:00:00,13:00:00,52
User_77,3,09:00:00,17:00:00,13:00:00,77
User_77,4,09:00:00,17:00:00,13:00:00,60
User_77,5,09:00:00,17:00:00,13:00:00,87
User_78,0,09:00:00,17:00:00,13:00:00,90
User_78,1,09:00:00,17:00:00,13:00:00,63
User_78,2,09:00:00,17:00:00,13:00:00,56
User_78,3,09:00:00,17:00:00,13:00:00,44
User_78,4,09:00:00,17:00:00,13:00:00,52
User_78,5,09:00:00,17:00:00,13:00:00,68
User_79,0,09:00:00,17:00:00,13:00:00,60
User_79,1,09:00:00,17:00:00,13:00:00,81
User_79,2,09:00:00,17:00:00,13:00:00,70
User_79,3,09:00:00,17:00:00,13:00:00,49
User_79,4,09:00:00,17:00:00,13:00:00,64
User_79,5,09:00:00,17:00:00,13:00:00,59
User_80,0,09:00:00,17:00:00,13:00:00,88
User_80,1,09:00:00,17:00:00,13:00:00,75
User_80,2,09:00:00,17:00:00,13:00:00,107
User_80,3,09:00:00,17:00:00,13:00:00,64
User_80,4,09:00:00,17:00:00,13:00:00,35
User_80,5,09:00:00,17:00:00,13:00:00,30
User_81,0,09:00:00,17:00:00,13:00:00,52
User_81,1,09:00:00,17:00:00,13:00:00,75
User_81,2,09:00:00,17:00:00,13:00:00,77
User_81,3,09:00:00,17:00:00,13:00:00,31
User_81,4,09:00:00,17:00:00,13:00:00,27
User_81,5,09:00:00,17:00:00,13:00:00,53
User_83,0,09:00:00,17:00:00,13:00:00,83
User_83,1,09:00:00,17:00:00,13:00:00,55
User_83,2,09:00:00,17:00:00,13:00:00,60
User_83,3,09:00:00,17:00:00,13:00:00,91
User_83,4,09:00:00,17:00:00,13:00:00,78
User_83,5,09:00:00,17:00:00,13:00:00,33
User_84,0,09:00:00,17:00:00,13:00:00,101
User_84,1,09:00:00,17:00:00,13:00:00,54
User_84,2,09:00:00,17:00:00,13:00:00,79
User_84,3,09:00:00,17:00:00,13:00:00,51
User_84,4,09:00:00,17:00:00,13:00:00,60
User_84,5,09:00:00,17:00:00,13:00:00,76
User_85,0,09:00:00,17:00:00,13:00:00,75
User_85,1,09:00:00,17:00:00,13:00:00,115
User_85,2,09:00:00,17:00:00,13:00:00,111
User_85,3,09:00:00,17:00:00,13:00:00,84
User_85,4,09:00:00,17:00:00,13:00:00,102
User_85,5,09:00:00,17:00:00,13:00:00,114
User_85,6,09:00:00,17:00:00,13:00:00,28
User_86,0,09:00:00,17:00:00,13:00:00,89
User_86,1,09:00:00,17:00:00,13:00:00,70
User_86,2,09:00:00,17:00:00,13:00:00,97
User_86,3,09:00:00,17:00:00,13:00:00,101
User_86,4,09:00:00,17:00:00,13:00:00,117
User_86,5,09:00:00,17:00:00,13:00:00,76
User_87,0,09:00:00,17:00:00,13:00:00,33
User_87,1,09:00:00,17:00:00,13:00:00,103
User_87,2,09:00:00,17:00:00,13:00:00,95
User_87,3,09:00:00,17:00:00,13:00:00,84
User_87,4,09:00:00,17:00:00,13:00:00,91
User_88,0,09:00:00,17:00:00,13:00:00,43
User_88,1,09:00:00,17:00:00,13:00:00,33
User_88,4,09:00:00,17:00:00,00:00:00,0
User_89,0,09:00:00,17:00:00,13:00:00,82
User_89,2,09:00:00,17:00:00,13:00:00,135
User_89,3,09:00:00,17:00:00,13:00:00,112
User_90,0,09:00:00,17:00:00,13:00:00,67
User_90,1,09:00:00,17:00:00,13:00:00,75
User_90,2,09:00:00,17:00:00,13:00:00,64
User_90,3,09:00:00,17:00:00,13:00:00,65
User_90,4,09:00:00,17:00:00,13:00:00,84
User_91,0,09:00:00,17:00:00,13:00:00,58
User_91,1,09:00:00,17:00:00,13:00:00,52
User_91,2,09:00:00,17:00:00,13:00:00,45
User_91,3,09:00:00,17:00:00,13:00:00,35
User_91,4,09:00:00,17:00:00,13:00:00,81
User_92,1,09:00:00,17:00:00,13:00:00,90
User_92,2,09:00:00,17:00:00,00:00:00,0
User_92,4,09:00:00,17:00:00,13:00:00,87
User_92,5,09:00:00,17:00:00,13:00:00,95
User_93,0,09:00:00,17:00:00,13:00:00,108
User_93,1,09:00:00,17:00:00,13:00:00,131
User_93,2,09:00:00,17:00:00,13:00:00,97
User_93,3,09:00:00,17:00:00,13:00:00,113
User_93,4,09:00:00,17:00:00,13:00:00,98
User_94,0,09:00:00,17:00:00,13:00:00,73
User_94,1,09:00:00,17:00:00,13:00:00,18
User_94,2,09:00:00,17:00:00,13:00:00,25
