Resource,DayId,StartTime,EndTime,BreakStart,DurationMin
User_56,3,11:28:00,18:34:00,16:10:00,78.0
User_56,4,16:01:00,18:58:00,16:45:00,58.0
User_56,5,08:25:00,14:19:00,10:48:00,66.0
User_57,0,11:35:00,16:58:00,13:11:00,68.0
User_57,1,08:17:00,14:33:00,11:15:00,62.0
User_57,2,08:22:00,14:00:00,10:01:00,69.0
User_57,3,11:43:00,18:09:00,12:35:00,70.0
User_57,4,11:11:00,18:23:00,14:11:00,85.0
User_57,5,08:13:00,13:27:00,11:20:00,57.0
User_58,0,07:39:00,14:37:00,10:56:00,85.0
User_58,1,08:13:00,14:55:00,10:33:00,112.0
User_58,2,15:04:00,18:41:00,16:11:00,75.0
User_58,3,08:19:00,14:54:00,09:18:00,72.0
User_58,4,07:18:00,10:26:00,08:35:00,39.0
User_58,5,08:26:00,14:48:00,11:01:00,115.0
User_59,0,07:15:00,14:21:00,08:56:00,107.0
User_59,2,16:19:00,18:53:00,17:27:00,81.0
User_59,3,08:29:00,14:35:00,12:37:00,77.0
User_59,4,07:20:00,13:40:00,10:46:00,121.0
User_59,5,08:25:00,14:35:00,12:24:00,79.0
User_60,0,07:39:00,14:52:00,09:54:00,107.0
User_60,1,07:43:00,14:59:00,10:35:00,102.0
User_60,2,07:39:00,15:00:00,10:26:00,108.0
User_60,3,11:15:00,18:05:00,12:58:00,84.0
User_60,4,07:35:00,14:39:00,11:26:00,112.0
User_60,5,09:35:00,14:43:00,10:41:00,159.0
User_61,0,11:23:00,15:54:00,13:31:00,52.0
User_61,1,12:03:00,17:18:00,15:16:00,53.0
User_61,2,12:00:00,16:01:00,14:11:00,69.0
User_61,3,12:10:00,15:51:00,14:59:00,47.0
User_61,4,15:16:00,18:55:00,15:37:00,65.0
User_62,2,07:55:00,14:29:00,09:16:00,69.0
User_62,3,11:27:00,18:40:00,15:35:00,79.0
User_62,4,09:08:00,16:07:00,11:11:00,40.0
User_62,5,09:12:00,12:43:00,10:09:00,53.0
User_63,0,07:24:00,13:18:00,09:41:00,57.0
User_63,1,08:26:00,14:27:00,10:37:00,79.0
User_63,2,14:00:00,18:38:00,16:08:00,71.0
User_63,3,11:52:00,18:20:00,13:15:00,85.0
User_63,4,08:47:00,12:13:00,10:35:00,98.0
User_63,5,08:20:00,13:46:00,10:22:00,75.0
User_64,0,09:52:00,13:30:00,12:28:00,62.0
User_64,4,11:09:00,16:39:00,00:00:00,0.0
User_64,5,10:00:00,13:35:00,13:07:00,28.0
User_65,0,15:40:00,19:49:00,16:37:00,48.0
User_65,1,08:24:00,19:43:00,08:24:00,81.0
User_65,2,07:11:00,14:52:00,11:26:00,60.0
User_65,3,06:59:00,14:18:00,07:26:00,67.0
User_65,4,09:20:00,19:54:00,11:30:00,122.0
User_65,5,09:11:00,16:00:00,10:52:00,81.0
User_66,0,08:25:00,14:49:00,11:03:00,85.0
User_66,1,12:12:00,19:23:00,15:20:00,124.0
User_66,2,09:04:00,15:25:00,10:37:00,83.0
User_66,3,08:39:00,14:55:00,09:45:00,45.0
User_66,4,07:56:00,14:56:00,10:29:00,108.0
User_66,5,08:16:00,11:50:00,09:31:00,21.0
User_67,0,08:27:00,14:51:00,10:27:00,108.0
User_67,1,08:20:00,15:02:00,11:00:00,69.0
User_67,2,08:11:00,14:39:00,10:28:00,86.0
User_67,3,12:13:00,19:01:00,13:39:00,121.0
User_67,4,08:01:00,14:55:00,12:11:00,71.0
User_68,0,06:36:00,13:26:00,10:33:00,81.0
User_68,1,06:02:00,13:23:00,09:35:00,74.0
User_68,2,06:28:00,13:28:00,10:18:00,93.0
User_68,3,05:43:00,13:29:00,09:22:00,77.0
User_68,4,06:41:00,13:30:00,08:54:00,86.0
User_68,5,06:23:00,08:26:00,00:00:00,0.0
User_68,6,05:43:00,17:28:00,06:52:00,16.0
User_69,0,08:00:00,15:54:00,12:18:00,61.0
User_69,1,09:01:00,16:01:00,13:04:00,87.0
User_69,2,12:06:00,15:52:00,00:00:00,0.0
User_69,3,08:14:00,15:56:00,12:11:00,77.0
User_69,4,08:07:00,15:33:00,11:43:00,77.0
User_70,0,11:47:00,16:53:00,13:35:00,90.0
User_70,1,11:26:00,15:45:00,15:39:00,6.0
User_70,2,11:10:00,14:56:00,13:20:00,66.0
User_70,3,16:01:00,18:42:00,16:49:00,66.0
User_70,4,12:48:00,17:52:00,15:50:00,80.0
User_70,5,10:24:00,14:51:00,11:59:00,79.0
User_71,0,08:20:00,17:09:00,14:00:00,77.0
User_71,1,08:02:00,15:04:00,10:39:00,79.0
User_71,2,09:03:00,18:21:00,12:50:00,89.0
User_71,3,08:25:00,15:59:00,12:18:00,76.0
User_71,4,08:49:00,16:50:00,11:45:00,66.0
User_71,5,08:42:00,14:59:00,11:54:00,80.0
User_72,0,08:20:00,15:03:00,12:20:00,51.0
User_72,1,08:08:00,11:55:00,11:11:00,44.0
User_72,2,08:17:00,13:24:00,10:52:00,48.0
User_72,3,12:12:00,15:56:00,13:48:00,64.0
User_72,4,08:18:00,15:37:00,08:43:00,64.0
User_72,5,09:18:00,14:27:00,11:43:00,55.0
User_73,0,08:15:00,14:48:00,10:26:00,80.0
User_73,1,10:05:00,19:13:00,13:57:00,97.0
User_73,2,09:40:00,19:25:00,14:03:00,92.0
User_73,3,08:58:00,19:29:00,15:22:00,124.0
User_73,4,10:30:00,13:19:00,10:53:00,21.0
User_74,0,12:08:00,17:20:00,00:00:00,0.0
User_74,1,13:53:00,17:22:00,15:03:00,76.0
User_74,2,15:55:00,19:36:00,17:34:00,64.0
User_74,3,08:57:00,13:50:00,11:43:00,93.0
User_74,4,10:00:00,17:21:00,11:11:00,67.0
User_74,5,08:43:00,15:09:00,12:22:00,81.0
User_75,0,07:21:00,14:05:00,10:28:00,110.0
User_75,1,08:27:00,16:12:00,11:23:00,83.0
User_75,2,06:47:00,14:16:00,10:22:00,103.0
User_75,3,07:36:00,14:53:00,11:50:00,89.0
User_75,4,06:52:00,14:28:00,11:03:00,100.0
User_75,5,12:39:00,17:24:00,15:45:00,95.0
User_75,6,11:39:00,18:59:00,15:52:00,39.0
User_76,0,15:11:00,18:36:00,16:39:00,63.0
User_76,1,15:21:00,19:02:00,15:24:00,80.0
User_76,2,15:15:00,18:46:00,17:07:00,62.0
User_76,3,10:14:00,16:41:00,12:54:00,80.0
User_76,4,15:47:00,18:34:00,16:22:00,81.0
User_76,5,08:33:00,15:15:00,11:52:00,84.0
User_77,0,11:01:00,15:27:00,12:46:00,74.0
User_77,1,11:06:00,14:40:00,13:00:00,87.0
User_77,2,12:24:00,19:42:00,16:25:00,52.0
User_77,3,07:09:00,10:18:00,08:56:00,77.0
User_77,4,09:21:00,15:40:00,12:55:00,60.0
User_77,5,09:14:00,15:21:00,10:56:00,87.0
User_78,0,09:07:00,15:41:00,11:56:00,90.0
User_78,1,09:00:00,15:21:00,12:29:00,63.0
User_78,2,10:17:00,15:34:00,12:47:00,56.0
User_78,3,11:51:00,18:41:00,12:37:00,44.0
User_78,4,08:08:00,14:49:00,12:22:00,52.0
User_78,5,08:45:00,15:19:00,12:24:00,68.0
User_79,0,08:07:00,11:52:00,09:54:00,60.0
User_79,1,14:18:00,18:56:00,16:08:00,81.0
User_79,2,10:29:00,15:55:00,12:58:00,70.0
User_79,3,15:11:00,19:34:00,15:36:00,49.0
User_79,4,12:16:00,17:37:00,15:22:00,64.0
User_79,5,08:36:00,15:23:00,12:51:00,59.0
User_80,0,08:34:00,15:32:00,12:31:00,88.0
User_80,1,08:46:00,15:35:00,11:18:00,75.0
User_80,2,11:07:00,19:10:00,14:03:00,107.0
User_80,3,11:44:00,18:55:00,15:50:00,64.0
User_80,4,15:06:00,18:24:00,16:33:00,35.0
User_80,5,11:14:00,14:51:00,12:46:00,30.0
User_81,0,08:12:00,15:54:00,11:56:00,52.0
User_81,1,08:11:00,15:49:00,09:30:00,75.0
User_81,2,10:22:00,17:52:00,14:48:00,77.0
User_81,3,12:05:00,15:11:00,12:18:00,31.0
User_81,4,12:10:00,16:01:00,13:48:00,27.0
User_81,5,09:38:00,15:34:00,11:41:00,53.0
User_83,0,06:23:00,13:56:00,09:48:00,83.0
User_83,1,14:48:00,18:07:00,15:37:00,55.0
User_83,2,06:13:00,09:43:00,07:55:00,60.0
User_83,3,06:34:00,14:09:00,09:49:00,91.0
User_83,4,06:37:00,13:52:00,10:00:00,78.0
User_83,5,07:12:00,10:15:00,08:21:00,33.0
User_84,0,12:35:00,19:43:00,15:24:00,101.0
User_84,1,07:22:00,14:52:00,11:24:00,54.0
User_84,2,10:55:00,17:05:00,11:18:00,79.0
User_84,3,10:12:00,15:30:00,13:01:00,51.0
User_84,4,12:05:00,18:38:00,12:26:00,60.0
User_84,5,08:57:00,14:38:00,11:58:00,76.0
User_85,0,09:43:00,16:45:00,13:37:00,75.0
User_85,1,09:16:00,15:18:00,11:56:00,115.0
User_85,2,07:26:00,13:42:00,10:28:00,111.0
User_85,3,08:04:00,15:00:00,13:00:00,84.0
User_85,4,10:21:00,16:04:00,14:00:00,102.0
User_85,5,08:57:00,14:46:00,10:20:00,114.0
User_85,6,10:13:00,14:36:00,11:16:00,28.0
