case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,EventOrigin,case:ApplicationType,case:LoanGoal,case:RequestedAmount
13,W_Complete application,2016-05-17 10:36:33.183039,start,User_10,Workflow,New credit,Caravan / Camper,22500
3,O_Created,2016-05-17 10:37:11.952015,complete,User_13,Offer,New credit,Car,20000
3,W_Complete application,2016-05-17 10:37:11.979756,start,User_104,Workflow,New credit,Car,20000
4,O_Create Offer,2016-05-17 10:38:03.432343,complete,User_11,Offer,New credit,Car,40500
3,W_Complete application,2016-05-17 10:38:05.494827,complete,User_104,Workflow,New credit,Car,20000
3,O_Created,2016-05-17 10:38:05.583827,complete,User_13,Offer,New credit,Car,20000
15,W_Complete application,2016-05-17 10:39:06.606964,start,User_104,Workflow,New credit,Existing loan takeover,28000
13,W_Complete application,2016-05-17 10:42:57.638533,complete,User_10,Workflow,New credit,Caravan / Camper,22500
12,W_Complete application,2016-05-17 10:42:57.878033,start,User_10,Workflow,New credit,Existing loan takeover,12500
2,W_Complete application,2016-05-17 10:44:07.542188,complete,User_105,Workflow,New credit,Existing loan takeover,6000
14,W_Complete application,2016-05-17 10:44:08.372601,start,User_105,Workflow,Limit raise,Home improvement,26000
14,W_Complete application,2016-05-17 10:45:48.515342,complete,User_105,Workflow,Limit raise,Home improvement,26000
8,O_Created,2016-05-17 10:45:49.444155,start,User_105,Offer,Limit raise,Home improvement,20500
8,O_Created,2016-05-17 10:45:49.533155,complete,User_105,Offer,Limit raise,Home improvement,20500
8,A_Concept,2016-05-17 10:45:49.537155,complete,User_1,Application,Limit raise,Home improvement,20500
3,O_Cancelled,2016-05-17 10:47:44.058114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.059114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.060114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.061114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.062114,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:47:44.525114,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:47:44.614114,complete,User_13,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.615114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:44.616114,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:47:45.079114,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:47:45.168114,complete,User_13,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:45.169114,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:45.170114,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:47:45.633114,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:47:45.722114,complete,User_13,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 10:47:45.723114,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 10:47:46.186114,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 10:47:46.275114,complete,User_13,Offer,New credit,Car,20000
5,O_Create Offer,2016-05-17 10:47:52.688826,complete,User_108,Offer,New credit,"Other, see explanation",35000
4,O_Created,2016-05-17 10:47:52.777826,complete,User_108,Offer,New credit,Car,40500
7,O_Sent (mail and online),2016-05-17 10:47:53.193947,complete,User_132,Offer,New credit,Existing loan takeover,3000
3,O_Sent (mail and online),2016-05-17 10:53:05.584827,complete,User_11,Offer,New credit,Car,20000
15,W_Complete application,2016-05-17 10:55:05.833222,complete,User_104,Workflow,New credit,Existing loan takeover,28000
13,A_Accepted,2016-05-17 10:55:06.645076,start,User_104,Application,New credit,Caravan / Camper,22500
13,A_Accepted,2016-05-17 10:55:07.669076,complete,User_104,Application,New credit,Caravan / Camper,22500
2,A_Accepted,2016-05-17 10:55:08.693076,complete,User_104,Application,New credit,Existing loan takeover,6000
12,W_Complete application,2016-05-17 10:55:54.473992,complete,User_10,Workflow,New credit,Existing loan takeover,12500
6,A_Accepted,2016-05-17 10:55:55.392550,start,User_10,Application,New credit,Car,10500
12,A_Accepted,2016-05-17 10:55:55.497992,complete,User_105,Application,New credit,Existing loan takeover,12500
6,A_Accepted,2016-05-17 10:55:56.416550,complete,User_10,Application,New credit,Car,10500
12,A_Accepted,2016-05-17 10:55:56.521992,complete,User_105,Application,New credit,Existing loan takeover,12500
7,A_Complete,2016-05-17 10:55:57.962550,complete,User_10,Application,New credit,Existing loan takeover,3000
3,A_Complete,2016-05-17 10:55:59.508550,complete,User_10,Application,New credit,Car,20000
2,O_Create Offer,2016-05-17 10:59:08.005188,complete,User_11,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 10:59:08.094188,complete,User_108,Offer,New credit,Existing loan takeover,6000
13,O_Create Offer,2016-05-17 10:59:08.557188,complete,User_108,Offer,New credit,Caravan / Camper,22500
2,O_Created,2016-05-17 10:59:08.646188,complete,User_108,Offer,New credit,Existing loan takeover,6000
14,A_Accepted,2016-05-17 11:00:49.539342,complete,User_105,Application,Limit raise,Home improvement,26000
3,W_Call after offers,2016-05-17 11:02:46.331743,start,User_10,Workflow,New credit,Car,20000
5,O_Created,2016-05-17 11:02:52.777826,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,W_Complete application,2016-05-17 11:02:53.096012,start,User_104,Workflow,New credit,"Other, see explanation",35000
3,W_Call after offers,2016-05-17 11:03:44.696426,complete,User_10,Workflow,New credit,Car,20000
3,O_Create Offer,2016-05-17 11:03:45.159426,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 11:03:45.248426,complete,User_13,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.249426,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.250426,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.251426,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 11:03:45.714426,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 11:03:45.803426,complete,User_13,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.804426,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.805426,complete,User_1,Offer,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:03:45.806426,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 11:03:46.269426,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 11:03:46.358426,complete,User_13,Offer,New credit,Car,20000
3,O_Sent (mail and online),2016-05-17 11:03:46.359426,complete,User_11,Offer,New credit,Car,20000
3,A_Complete,2016-05-17 11:03:47.905426,complete,User_10,Application,New credit,Car,20000
3,W_Call after offers,2016-05-17 11:03:48.830447,start,User_10,Workflow,New credit,Car,20000
17,A_Create Application,2016-05-17 11:05:08.353427,complete,User_108,Application,New credit,Unknown,6500
3,W_Call after offers,2016-05-17 11:06:00.188906,complete,User_10,Workflow,New credit,Car,20000
14,O_Create Offer,2016-05-17 11:06:00.457093,start,User_10,Offer,Limit raise,Home improvement,26000
3,O_Create Offer,2016-05-17 11:06:00.651906,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 11:06:00.740906,complete,User_13,Offer,New credit,Car,20000
3,O_Sent (mail and online),2016-05-17 11:06:00.741906,complete,User_11,Offer,New credit,Car,20000
14,O_Create Offer,2016-05-17 11:06:00.920093,complete,User_10,Offer,Limit raise,Home improvement,26000
5,W_Complete application,2016-05-17 11:06:31.313280,complete,User_104,Workflow,New credit,"Other, see explanation",35000
12,O_Create Offer,2016-05-17 11:06:31.400845,start,User_104,Offer,New credit,Existing loan takeover,12500
12,O_Create Offer,2016-05-17 11:06:31.863845,complete,User_104,Offer,New credit,Existing loan takeover,12500
13,O_Created,2016-05-17 11:06:31.952845,complete,User_104,Offer,New credit,Caravan / Camper,22500
5,A_Accepted,2016-05-17 11:06:32.337280,complete,User_108,Application,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:06:32.800280,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:06:32.889280,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:06:32.890280,complete,User_100,Offer,New credit,"Other, see explanation",35000
5,O_Cancelled,2016-05-17 11:06:32.891280,complete,User_100,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:06:33.354280,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:06:33.443280,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,O_Create Offer,2016-05-17 11:06:33.906280,complete,User_108,Offer,New credit,"Other, see explanation",35000
5,O_Created,2016-05-17 11:06:33.995280,complete,User_108,Offer,New credit,"Other, see explanation",35000
3,A_Complete,2016-05-17 11:08:07.130827,complete,User_10,Application,New credit,Car,20000
3,W_Call after offers,2016-05-17 11:08:07.342885,start,User_10,Workflow,New credit,Car,20000
3,W_Call after offers,2016-05-17 11:08:55.569104,complete,User_10,Workflow,New credit,Car,20000
15,A_Accepted,2016-05-17 11:10:06.857222,complete,User_104,Application,New credit,Existing loan takeover,28000
13,O_Sent (mail and online),2016-05-17 11:10:07.670076,complete,User_105,Offer,New credit,Caravan / Camper,22500
13,O_Sent (mail and online),2016-05-17 11:10:07.671076,complete,User_105,Offer,New credit,Caravan / Camper,22500
2,O_Cancelled,2016-05-17 11:10:08.694076,complete,User_1,Offer,New credit,Existing loan takeover,6000
17,A_Submitted,2016-05-17 11:10:08.792076,complete,User_1,Application,New credit,Unknown,6500
17,W_Handle leads,2016-05-17 11:10:08.793073,start,User_10,Workflow,New credit,Unknown,6500
2,O_Create Offer,2016-05-17 11:10:09.157076,complete,User_11,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.158076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.159076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.160076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.161076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.162076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Cancelled,2016-05-17 11:10:09.163076,complete,User_1,Offer,New credit,Existing loan takeover,6000
2,O_Create Offer,2016-05-17 11:10:09.626076,complete,User_11,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 11:10:09.715076,complete,User_108,Offer,New credit,Existing loan takeover,6000
12,O_Created,2016-05-17 11:10:55.586992,complete,User_104,Offer,New credit,Existing loan takeover,12500
6,O_Create Offer,2016-05-17 11:10:56.879550,complete,User_105,Offer,New credit,Car,10500
7,W_Call after offers,2016-05-17 11:10:58.857750,start,User_100,Workflow,New credit,Existing loan takeover,3000
3,A_Validating,2016-05-17 11:11:00.662550,complete,User_107,Application,New credit,Car,20000
17,W_Handle leads,2016-05-17 11:12:53.516422,complete,User_10,Workflow,New credit,Unknown,6500
17,A_Concept,2016-05-17 11:12:53.520422,complete,User_1,Application,New credit,Unknown,6500
7,W_Call after offers,2016-05-17 11:13:34.582473,complete,User_100,Workflow,New credit,Existing loan takeover,3000
3,W_Validate application,2016-05-17 11:13:34.979205,start,User_100,Workflow,New credit,Car,20000
3,W_Validate application,2016-05-17 11:13:51.945408,complete,User_100,Workflow,New credit,Car,20000
2,O_Sent (mail and online),2016-05-17 11:14:08.095188,complete,User_104,Offer,New credit,Existing loan takeover,6000
13,A_Complete,2016-05-17 11:14:10.103188,complete,User_104,Application,New credit,Caravan / Camper,22500
13,W_Call after offers,2016-05-17 11:14:10.278970,start,User_10,Workflow,New credit,Caravan / Camper,22500
16,A_Create Application,2016-05-17 11:19:09.166066,complete,User_105,Application,New credit,"Other, see explanation",13000
2,A_Complete,2016-05-17 11:19:10.712066,complete,User_105,Application,New credit,Existing loan takeover,6000
17,W_Complete application,2016-05-17 11:20:08.974104,start,User_104,Workflow,New credit,Unknown,6500
12,O_Sent (mail and online),2016-05-17 11:21:31.864845,complete,User_105,Offer,New credit,Existing loan takeover,12500
5,O_Sent (mail and online),2016-05-17 11:21:33.996280,complete,User_108,Offer,New credit,"Other, see explanation",35000
13,W_Call after offers,2016-05-17 11:21:47.294708,complete,User_10,Workflow,New credit,Caravan / Camper,22500
13,O_Cancelled,2016-05-17 11:21:47.295708,complete,User_100,Offer,New credit,Caravan / Camper,22500
13,W_Call after offers,2016-05-17 11:21:47.786935,start,User_10,Workflow,New credit,Caravan / Camper,22500
17,W_Complete application,2016-05-17 11:22:17.361913,complete,User_104,Workflow,New credit,Unknown,6500
12,A_Complete,2016-05-17 11:22:18.162663,start,User_104,Application,New credit,Existing loan takeover,12500
12,A_Complete,2016-05-17 11:22:19.708663,complete,User_104,Application,New credit,Existing loan takeover,12500
3,O_Returned,2016-05-17 11:23:57.094104,complete,User_107,Offer,New credit,Car,20000
15,O_Create Offer,2016-05-17 11:25:07.320222,complete,User_105,Offer,New credit,Existing loan takeover,28000
15,O_Created,2016-05-17 11:25:07.409222,complete,User_105,Offer,New credit,Existing loan takeover,28000
13,A_Cancelled,2016-05-17 11:25:07.686076,complete,User_1,Application,New credit,Caravan / Camper,22500
13,A_Cancelled,2016-05-17 11:25:07.702076,complete,User_1,Application,New credit,Caravan / Camper,22500
15,W_Complete application,2016-05-17 11:25:08.198264,start,User_104,Workflow,New credit,Existing loan takeover,28000
12,W_Call after offers,2016-05-17 11:25:56.474256,start,User_100,Workflow,New credit,Existing loan takeover,12500
3,O_Accepted,2016-05-17 11:26:00.664550,complete,User_101,Offer,New credit,Car,20000
15,W_Complete application,2016-05-17 11:27:57.987406,complete,User_104,Workflow,New credit,Existing loan takeover,28000
15,A_Concept,2016-05-17 11:27:57.991406,complete,User_12,Application,New credit,Existing loan takeover,28000
15,A_Accepted,2016-05-17 11:27:59.015406,complete,User_104,Application,New credit,Existing loan takeover,28000
15,O_Create Offer,2016-05-17 11:27:59.478406,complete,User_105,Offer,New credit,Existing loan takeover,28000
15,O_Created,2016-05-17 11:27:59.567406,complete,User_105,Offer,New credit,Existing loan takeover,28000
7,A_Validating,2016-05-17 11:28:35.736473,complete,User_112,Application,New credit,Existing loan takeover,3000
12,W_Call after offers,2016-05-17 11:28:45.621876,complete,User_100,Workflow,New credit,Existing loan takeover,12500
18,A_Create Application,2016-05-17 11:29:09.566668,complete,User_1,Application,New credit,Car,12000
13,W_Call after offers,2016-05-17 11:29:24.802673,complete,User_10,Workflow,New credit,Caravan / Camper,22500
2,W_Call after offers,2016-05-17 11:29:24.928848,start,User_10,Workflow,New credit,Existing loan takeover,6000
16,A_Submitted,2016-05-17 11:34:09.264066,complete,User_1,Application,New credit,"Other, see explanation",13000
12,A_Validating,2016-05-17 11:36:33.018845,complete,User_107,Application,New credit,Existing loan takeover,12500
5,A_Complete,2016-05-17 11:36:35.542280,complete,User_105,Application,New credit,"Other, see explanation",35000
17,A_Accepted,2016-05-17 11:37:18.385913,complete,User_104,Application,New credit,Unknown,6500
17,O_Create Offer,2016-05-17 11:37:18.848913,complete,User_105,Offer,New credit,Unknown,6500
12,W_Validate application,2016-05-17 11:37:19.790633,start,User_101,Workflow,New credit,Existing loan takeover,12500
12,W_Validate application,2016-05-17 11:40:52.412944,complete,User_101,Workflow,New credit,Existing loan takeover,12500
12,W_Validate application,2016-05-17 11:40:52.934519,start,User_101,Workflow,New credit,Existing loan takeover,12500
12,W_Validate application,2016-05-17 11:41:04.726984,complete,User_101,Workflow,New credit,Existing loan takeover,12500
15,O_Sent (mail and online),2016-05-17 11:42:59.568406,complete,User_104,Offer,New credit,Existing loan takeover,28000
7,W_Validate application,2016-05-17 11:43:36.728208,start,User_100,Workflow,New credit,Existing loan takeover,3000
3,A_Pending,2016-05-17 11:43:51.946408,complete,User_101,Application,New credit,Car,20000
3,O_Cancelled,2016-05-17 11:43:51.947408,complete,User_1,Offer,New credit,Car,20000
3,O_Create Offer,2016-05-17 11:43:52.410408,complete,User_11,Offer,New credit,Car,20000
3,O_Created,2016-05-17 11:43:52.499408,complete,User_13,Offer,New credit,Car,20000
3,O_Sent (mail and online),2016-05-17 11:43:52.500408,complete,User_11,Offer,New credit,Car,20000
18,A_Submitted,2016-05-17 11:44:09.664668,complete,User_1,Application,New credit,Car,12000
19,A_Create Application,2016-05-17 11:45:38.168795,complete,User_1,Application,New credit,Existing loan takeover,9500
16,W_Handle leads,2016-05-17 11:49:09.695581,start,User_104,Workflow,New credit,"Other, see explanation",13000
12,O_Returned,2016-05-17 11:51:34.543845,complete,User_107,Offer,New credit,Existing loan takeover,12500
17,O_Created,2016-05-17 11:52:18.937913,complete,User_105,Offer,New credit,Unknown,6500
16,W_Handle leads,2016-05-17 11:53:10.736612,complete,User_104,Workflow,New credit,"Other, see explanation",13000
2,W_Call after offers,2016-05-17 11:54:06.871774,complete,User_10,Workflow,New credit,Existing loan takeover,6000
5,W_Call after offers,2016-05-17 11:54:06.941584,start,User_10,Workflow,New credit,"Other, see explanation",35000
2,O_Create Offer,2016-05-17 11:54:07.334774,complete,User_11,Offer,New credit,Existing loan takeover,6000
2,O_Created,2016-05-17 11:54:07.423774,complete,User_108,Offer,New credit,Existing loan takeover,6000
2,O_Sent (mail and online),2016-05-17 11:54:07.424774,complete,User_104,Offer,New credit,Existing loan takeover,6000
2,A_Complete,2016-05-17 11:54:08.970774,complete,User_105,Application,New credit,Existing loan takeover,6000
